year,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,liveness,loudness,mode,popularity,speechiness,tempo,valence
1920,0.6095658878504674,0.5282610591900315,240.69790965732085,0.4183166666666665,0.13395638629283488,0.35218558305295955,0.2169454828660437,-12.780682242990663,0.6230529595015576,0.6635514018691588,0.08648660436137069,115.05881308411213,0.4948576323987541
1921,0.8541337931034484,0.4464710344827589,246.78755172413798,0.25267082758620696,0.07586206896551724,0.29893581262068947,0.2077682758620689,-16.238482758620687,0.6689655172413793,0.41379310344827586,0.0818455172413793,103.7398068965517,0.4006289655172414
1922,0.8261428571428571,0.5791932773109242,139.86066386554623,0.22854277310924373,0.0,0.24519189705882358,0.2590932773109244,-20.76588235294117,0.6638655462184874,0.09243697478991597,0.47095714285714296,100.30875630252105,0.5735714285714285
1923,0.9561229547619047,0.5730952380952377,176.9251785714286,0.2654297619047619,0.0,0.3662136555357143,0.23602857142857134,-14.228952380952375,0.7857142857142857,5.214285714285714,0.0947875,112.49885714285713,0.6217327380952384
1924,0.937941133027524,0.5576743119266054,192.95007339449543,0.35307935779816496,0.0,0.5850908648165136,0.2357380733944953,-14.102394495412845,0.7477064220183486,0.7110091743119266,0.09522385321100918,121.96972018348615,0.6744275229357801
1925,0.9600310400000016,0.569128,185.79123999999985,0.2867676,0.0,0.4145433864799998,0.24249959999999984,-14.103603999999995,0.724,2.64,0.11038960000000003,112.60221199999995,0.6150528
1926,0.6280153462837854,0.6127550675675673,150.2093623310812,0.21342948479729712,0.1875,0.28677987654560794,0.23683792229729755,-18.60738344594596,0.652027027027027,1.431587837837838,0.5273395270270265,110.93941891891902,0.4401020354729731
1927,0.9142391548295482,0.6611860795454538,174.64588210227282,0.258733096590909,0.017045454545454544,0.32790504259943193,0.17559275568181812,-15.559620738636346,0.6704545454545454,0.7130681818181818,0.2752872159090906,112.43905255681803,0.6738362215909093
1928,0.9251728683673504,0.5801724489795924,191.87878571428564,0.226950826530612,0.0,0.3958667763775507,0.1718175510204079,-15.986675510204089,0.7214285714285714,1.523469387755102,0.19067051020408185,109.35992857142855,0.5643066326530617
1929,0.5955684935897456,0.6487667735042734,168.39064316239313,0.24178023504273466,0.4594017094017094,0.2132598986965814,0.2353624999999998,-16.588506410256386,0.7136752136752137,0.26175213675213677,0.49667083333333334,110.92899038461537,0.6384224358974362
1930,0.9377689821529689,0.5207605665722379,194.38064532577928,0.33212377337110527,0.004532577903682719,0.34642378856090633,0.21968130311614734,-12.91953994334279,0.6742209631728046,0.8861189801699717,0.12365456090651568,109.86832974504243,0.6151104815864036
1931,0.8353982942430718,0.5986729211087428,168.4323091684436,0.23404838272921122,0.3230277185501066,0.21472445820895553,0.22893198294243072,-16.59991044776117,0.6865671641791045,0.22388059701492538,0.46453155650319844,109.10047014925387,0.5136291044776121
1932,0.7676816107382559,0.6060300671140938,174.7112040268457,0.2773712751677855,0.0,0.15919298469798668,0.22007543624161086,-16.661081879194615,0.7409395973154362,1.6013422818791947,0.4366841610738255,110.50220939597314,0.6018293959731538
1933,0.8970730790996787,0.5602903536977483,197.98024115755643,0.28276045016077145,0.00482315112540193,0.19823976649517672,0.21013553054662382,-13.139662379421225,0.702572347266881,6.408360128617363,0.09453408360128622,112.16596784565924,0.5918702572347272
1934,0.8863263558823538,0.5293529411764706,190.20313235294105,0.2668088235294117,0.001838235294117647,0.2814260911029414,0.21069227941176466,-14.817468750000007,0.7408088235294118,1.1911764705882353,0.10492904411764702,115.83586029411765,0.5632281250000007
1935,0.7728543808255659,0.5580162450066584,218.00382023967998,0.24828160452729683,0.18442077230359522,0.21629115195073223,0.2313662450066576,-15.425024633821575,0.6757656458055925,1.3122503328894808,0.3670280292942746,110.92530359520651,0.5503224367509989
1936,0.58309237486688,0.6246571352502662,172.07171246006422,0.2634937326943559,0.0,0.1135177473003194,0.21472800851970145,-19.56221458998934,0.6837060702875399,2.356762513312034,0.663822683706069,107.7695473908412,0.5573487220447289
1937,0.8587455895117552,0.5281470162748636,230.0775262206148,0.32348613019891476,0.012658227848101266,0.35333082374321906,0.23391048824593116,-13.015206148282088,0.701627486437613,3.179023508137432,0.0920777576853526,115.35571971066906,0.5838904159131998
1938,0.921727944041452,0.47483678756476705,255.67271848013806,0.2841333333333334,0.0,0.39727682709844575,0.24062297063903285,-14.149841105354055,0.772020725388601,1.9740932642487046,0.08946683937823834,111.74400345423145,0.5137659930915368
1939,0.9062456075808255,0.5120153846153848,223.1126443701227,0.2913309921962096,0.0011148272017837235,0.28815714635451545,0.24262263099219614,-13.858452619843922,0.7235228539576366,3.807134894091416,0.13493377926421396,113.4358205128205,0.5639195094760312
1940,0.8392506385341452,0.5272985563575789,180.90608328706278,0.30916978900610775,0.2048861743475847,0.32160741245974417,0.2650009994447532,-13.734008328706295,0.6246529705719045,0.8573014991671294,0.25885946696279827,108.90523598001111,0.6233026873958917
1941,0.8876022234891696,0.48237867730900835,203.2092850627143,0.2716653135689851,0.011402508551881414,0.4062548581984036,0.20539498289623712,-15.277071835803877,0.6864310148232611,1.2964652223489168,0.09587274800456118,108.25143899657927,0.47833318129988533
1942,0.854157033046924,0.47230846001321947,216.97016853932604,0.25685250495703915,0.0,0.3951505972571049,0.21563238598810266,-14.930764044943826,0.7362855254461335,1.2267019167217448,0.08838909451421009,106.34577197620632,0.48644619960343805
1943,0.901327247383724,0.456190988372093,235.09198255813976,0.2811965552325582,0.0,0.40640674659883763,0.23934898255813974,-13.513136627906977,0.7311046511627907,1.0363372093023255,0.10645872093023254,105.98717441860468,0.49763880813953454
1944,0.9077089430894325,0.5072021680216806,242.22772493224923,0.25294955284552856,0.0013550135501355014,0.45077235360433565,0.2366200542005419,-14.540842818428176,0.6558265582655827,2.9295392953929538,0.17768197831978308,105.8260460704607,0.5480837398373984
1945,0.6814044390243919,0.5394192853091332,181.78256664775947,0.23044646114577425,0.29211571185479296,0.2328038909188883,0.20404463981849127,-16.69247702779354,0.7379466817923993,2.0964265456608056,0.33553664208735084,109.01103857061804,0.5151414066931361
1946,0.9174168815789447,0.42227118421052656,259.2967815789474,0.2283466644736841,0.0013157894736842105,0.4710398678026304,0.21798690789473688,-16.50662631578949,0.7078947368421052,1.5236842105263158,0.0926275000000002,103.67462565789471,0.4146480263157896
1947,0.916203780989079,0.47617520873474684,224.00940141297392,0.26506061657032765,0.0,0.34043256845857445,0.22791946050096326,-14.244640333975621,0.7103403982016698,1.6461143224149004,0.10362806679511877,108.91302119460502,0.5152324983943486
1948,0.9220824449594396,0.47744003476245694,198.5925840092706,0.24957495596755516,0.09791425260718424,0.3444602080938586,0.2159589803012741,-15.005123406720731,0.6813441483198146,1.507531865585168,0.17825225955967572,107.73025086906136,0.4856973348783316
1949,0.9085059030100298,0.45259007803790385,223.5100774804908,0.24963268115941975,0.0,0.30350161512820484,0.20964013377926435,-15.379856744704565,0.7363433667781494,3.749721293199554,0.10847619843924197,109.49180657748053,0.4457287068004462
1950,0.8210376526705424,0.5323719196192498,207.63893601269143,0.30141824431517733,0.04547858276044421,0.2098074184875725,0.22534955050237993,-14.463679534637729,0.6885245901639344,3.787414066631412,0.26190417768376534,110.55297831834997,0.5576299312533051
1951,0.8977731763458383,0.4657344208809131,209.5653007069055,0.2613656987493205,0.0027188689505165853,0.28249315914083734,0.22399700924415433,-15.534380641653101,0.7379010331702012,3.44426318651441,0.11105899945622612,109.94970092441521,0.45520315388798277
1952,0.8717601512195099,0.4616328455284553,225.106570731707,0.25895654200542023,0.027642276422764227,0.26367401307859084,0.23868476964769664,-15.69810081300814,0.7317073170731707,3.4802168021680218,0.14545224932249312,108.70611111111101,0.4516744846070458
1953,0.8894022106118004,0.44376372495939354,213.46594910665982,0.2690480346507848,0.005955603681645912,0.3011011145208447,0.2230903627504059,-15.402238765565775,0.7368706009745534,3.623714131023281,0.09557791012452618,109.745539794261,0.43704905251759624
1954,0.8676987319031887,0.46228069306930636,223.81427997799773,0.2641219031903191,0.0,0.2798130940539056,0.21912458745874588,-15.352497249724987,0.7348734873487349,7.71012101210121,0.10848470847084703,108.71113366336628,0.45302843784378405
1955,0.8528844038390916,0.48695426565874705,216.38918574513974,0.2840600917926565,0.0010799136069114472,0.22462473958963292,0.22017343412526968,-14.330052375809927,0.6609071274298056,9.867170626349893,0.10102359611231117,110.7618860691144,0.47002240820734403
1956,0.8205377454153164,0.49192621359223354,211.38523732470378,0.30219378640776706,0.0,0.22318733727076606,0.18549822006472572,-14.104385652642941,0.709277238403452,15.88403451995685,0.06403851132686073,112.01315102481121,0.5085798274002156
1957,0.7923988049972858,0.5025061379684956,236.1425399239544,0.29684379684953816,0.0,0.20309341269961978,0.18782248777838118,-14.28373492667032,0.674633351439435,20.06518196632265,0.06776936447582832,112.60256599674081,0.5147627919608908
1958,0.7759137420382162,0.4781932590233537,212.50747346072183,0.31009291932059485,0.0,0.19205280470806776,0.2022583864118901,-14.21693895966032,0.7245222929936306,19.322186836518046,0.058275530785562496,112.58931316348193,0.4920369957537155
1959,0.7817828979143809,0.4832781009879257,207.9898852908892,0.3174610428100991,0.0,0.17804663455543365,0.19335301866081253,-14.255554335894626,0.7420417124039517,20.885290889132822,0.0637056531284303,111.6734604829858,0.48730845225027525
1960,0.7693781093073597,0.48198143939394006,208.6882954545454,0.3376302489177488,0.0,0.1801304253679654,0.20872132034632057,-13.851303571428602,0.7489177489177489,19.869588744588743,0.06658955627705625,112.42699404761919,0.5185833333333334
1961,0.755289017185822,0.49094366272824935,228.50631847475867,0.34065063802362977,0.0,0.25795159831364156,0.20842180451127781,-14.102287862513448,0.728249194414608,19.564983888292158,0.05905939849624055,111.9392346938775,0.5174209452201929
1962,0.725441008029979,0.4935578158458242,205.5188956102784,0.36919534796573855,0.0,0.16457370172912214,0.20301472162740933,-13.15330032119913,0.7425053533190579,21.998929336188436,0.05744978586723766,114.70625374732339,0.5452016059957175
1963,0.714185136145222,0.4866348104644954,201.21293432995157,0.37825484249866487,0.0,0.1979559535130807,0.20566914041644435,-13.21553390282969,0.7538707955152162,25.270688734650292,0.05207618793379601,114.65160170848898,0.5448102509343306
