attribute,year,level
Speechiness,1956,0.064038511
Speechiness,1957,0.067769364
Speechiness,1958,0.058275531
Speechiness,1959,0.063705653
Speechiness,1960,0.066589556
Speechiness,1961,0.059059398
Speechiness,1962,0.057449786
Speechiness,1963,0.052076188
Speechiness,1964,0.062305423
Speechiness,1965,0.058679602
Speechiness,1966,0.054675052
Speechiness,1967,0.051908508
Speechiness,1968,0.05842521
Speechiness,1969,0.05402865
Speechiness,1970,0.051524057
Speechiness,1971,0.060516184
Speechiness,1972,0.053724013
Speechiness,1973,0.058104049
Speechiness,1974,0.075952831
Speechiness,1975,0.063076907
Speechiness,1976,0.062362918
Speechiness,1977,0.063070673
Speechiness,1978,0.064950499
Speechiness,1979,0.069057391
Speechiness,1980,0.058958568
Speechiness,1981,0.058262827
Speechiness,1982,0.067049381
Speechiness,1983,0.065937391
Speechiness,1984,0.059156167
Speechiness,1985,0.060152938
Speechiness,1986,0.064800702
Speechiness,1987,0.056833958
Speechiness,1988,0.066414136
Speechiness,1989,0.065150243
Speechiness,1990,0.064335645
Speechiness,1991,0.07071224
Speechiness,1992,0.073610339
Speechiness,1993,0.078584342
Speechiness,1994,0.074971366
Speechiness,1995,0.083975788
Speechiness,1996,0.086380379
Speechiness,1997,0.09084291
Speechiness,1998,0.090473288
Speechiness,1999,0.092621578
Speechiness,2000,0.089806673
Speechiness,2001,0.083712971
Speechiness,2002,0.081696144
Speechiness,2003,0.096111063
Speechiness,2004,0.099101443
Speechiness,2005,0.090350405
Speechiness,2006,0.07602496
Speechiness,2007,0.083745536
Speechiness,2008,0.072587525
Speechiness,2009,0.090387284
Speechiness,2010,0.081181329
Speechiness,2011,0.082445422
Speechiness,2012,0.08420419
Speechiness,2013,0.086557402
Speechiness,2014,0.099509811
Speechiness,2015,0.085542878
Speechiness,2016,0.09963689
Speechiness,2017,0.098814545
Speechiness,2018,0.125115307
Speechiness,2019,0.110247971
Speechiness,2020,0.100385689
Tempo,1920,115.0588131
Tempo,1921,103.7398069
Tempo,1922,100.3087563
Tempo,1923,112.4988571
Tempo,1924,121.9697202
Tempo,1925,112.602212
Tempo,1926,110.9394189
Tempo,1927,112.4390526
Tempo,1928,109.3599286
Tempo,1929,110.9289904
Tempo,1930,109.8683297
Tempo,1931,109.1004701
Tempo,1932,110.5022094
Tempo,1933,112.1659678
Tempo,1934,115.8358603
Tempo,1935,110.9253036
Tempo,1936,107.7695474
Tempo,1937,115.3557197
Tempo,1938,111.7440035
Tempo,1939,113.4358205
Tempo,1940,108.905236
Tempo,1941,108.251439
Tempo,1942,106.345772
Tempo,1943,105.9871744
Tempo,1944,105.8260461
Tempo,1945,109.0110386
Tempo,1946,103.6746257
Tempo,1947,108.9130212
Tempo,1948,107.7302509
Tempo,1949,109.4918066
Tempo,1950,110.5529783
Tempo,1951,109.9497009
Tempo,1952,108.7061111
Tempo,1953,109.7455398
Tempo,1954,108.7111337
Tempo,1955,110.7618861
Tempo,1956,112.013151
Tempo,1957,112.602566
Tempo,1958,112.5893132
Tempo,1959,111.6734605
Tempo,1960,112.426994
Tempo,1961,111.9392347
Tempo,1962,114.7062537
Tempo,1963,114.6516017
Tempo,1964,114.962929
Tempo,1965,116.5302406
Tempo,1966,117.0376092
Tempo,1967,116.1070475
Tempo,1968,115.9867542
Tempo,1969,116.7765066
Tempo,1970,117.5743013
Tempo,1971,118.0627993
Tempo,1972,119.7292072
Tempo,1973,120.0663112
Tempo,1974,119.0041859
Tempo,1975,118.8987125
Tempo,1976,119.9483909
Tempo,1977,121.2649983
Tempo,1978,120.0289984
Tempo,1979,122.4280293
Tempo,1980,122.7789109
Tempo,1981,122.9082139
Tempo,1982,121.2903341
Tempo,1983,120.3898761
Tempo,1984,121.2673188
Tempo,1985,121.400773
Tempo,1986,120.1770167
Tempo,1987,120.7367073
Tempo,1988,119.8510066
Tempo,1989,120.3662004
Tempo,1990,119.7290509
Tempo,1991,119.6177698
Tempo,1992,122.2169903
Tempo,1993,120.2728052
Tempo,1994,118.1666604
Tempo,1995,118.8697263
Tempo,1996,117.9662199
Tempo,1997,118.3454063
Tempo,1998,118.1970601
Tempo,1999,119.3392837
Tempo,2000,117.8304342
Tempo,2001,118.5494479
Tempo,2002,119.0164783
Tempo,2003,120.7165096
Tempo,2004,120.3515402
Tempo,2005,123.8213744
Tempo,2006,122.853659
Tempo,2007,125.1882013
Tempo,2008,122.1967722
Tempo,2009,124.9498514
Tempo,2010,123.2815235
Tempo,2011,124.781694
Tempo,2012,123.7883777
Tempo,2013,124.1469593
Tempo,2014,124.8700364
Tempo,2015,121.3499192
Tempo,2016,124.025456
Tempo,2017,122.3533568
Tempo,2018,123.7865699
Tempo,2019,122.4867469
Tempo,2020,124.2486124
Valence,1920,0.494857632
Valence,1921,0.400628966
Valence,1922,0.573571429
Valence,1923,0.621732738
Valence,1924,0.674427523
Valence,1925,0.6150528
Valence,1926,0.440102035
Valence,1927,0.673836222
Valence,1928,0.564306633
Valence,1929,0.638422436
Valence,1930,0.615110482
Valence,1931,0.513629104
Valence,1932,0.601829396
Valence,1933,0.591870257
Valence,1934,0.563228125
Valence,1935,0.550322437
Valence,1936,0.557348722
Valence,1937,0.583890416
Valence,1938,0.513765993
Valence,1939,0.563919509
Valence,1940,0.623302687
Valence,1941,0.478333181
Valence,1942,0.4864462
Valence,1943,0.497638808
Valence,1944,0.54808374
Valence,1945,0.515141407
Valence,1946,0.414648026
Valence,1947,0.515232498
Valence,1948,0.485697335
Valence,1949,0.445728707
Valence,1950,0.557629931
Valence,1951,0.455203154
Valence,1952,0.451674485
Valence,1953,0.437049053
Valence,1954,0.453028438
Valence,1955,0.470022408
Valence,1956,0.508579827
Valence,1957,0.514762792
Valence,1958,0.492036996
Valence,1959,0.487308452
Valence,1960,0.518583333
Valence,1961,0.517420945
Valence,1962,0.545201606
Valence,1963,0.544810251
Valence,1964,0.563633731
Valence,1965,0.579040797
Valence,1966,0.577109717
Valence,1967,0.553041768
Valence,1968,0.557876363
Valence,1969,0.557839555
Valence,1970,0.571986659
Valence,1971,0.569822307
Valence,1972,0.590440899
Valence,1973,0.589328918
Valence,1974,0.583636485
Valence,1975,0.571838293
Valence,1976,0.573567595
Valence,1977,0.57642571
Valence,1978,0.580924462
Valence,1979,0.608742391
Valence,1980,0.593677666
Valence,1981,0.58234672
Valence,1982,0.578293599
Valence,1983,0.5659325
Valence,1984,0.54816658
Valence,1985,0.560985511
Valence,1986,0.548489687
Valence,1987,0.533598346
Valence,1988,0.545248911
Valence,1989,0.539256942
Valence,1990,0.524566197
Valence,1991,0.560752812
Valence,1992,0.552442596
Valence,1993,0.551738057
Valence,1994,0.520465332
Valence,1995,0.524598717
Valence,1996,0.555267859
Valence,1997,0.545187143
Valence,1998,0.525702898
Valence,1999,0.550544984
Valence,2000,0.555107861
Valence,2001,0.552896796
Valence,2002,0.529877772
Valence,2003,0.525817422
Valence,2004,0.531420103
Valence,2005,0.517917585
Valence,2006,0.510709857
Valence,2007,0.51431039
Valence,2008,0.55418061
Valence,2009,0.533588597
Valence,2010,0.527007188
Valence,2011,0.470019705
Valence,2012,0.467425549
Valence,2013,0.437305391
Valence,2014,0.439130478
Valence,2015,0.434733211
Valence,2016,0.435438856
Valence,2017,0.436774459
Valence,2018,0.420005384
Valence,2019,0.457643874
Valence,2020,0.450473039
