Country,Date,Song_Title,Artist,Streams,Rank
Colombia,2020-02-04,Dance Monkey,Tones And I,"80,304",3
Colombia,2020-02-04,Morado,J Balvin,"77,795",4
Colombia,2020-02-04,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","74,892",5
Colombia,2020-02-04,Fantasias,"Rauw Alejandro, Farruko","65,636",6
Colombia,2020-02-04,Vete,Bad Bunny,"60,392",7
Colombia,2020-02-04,Blanco,J Balvin,"58,392",8
Colombia,2020-02-04,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin","55,602",9
Colombia,2020-02-04,Girl,Myke Towers,"51,230",10
Colombia,2020-02-05,Tusa,"KAROL G, Nicki Minaj","115,599",1
Colombia,2020-02-05,Sigues Con El,"Dímelo Flow, Arcangel, Sech","96,619",2
Colombia,2020-02-05,Dance Monkey,Tones And I,"80,464",3
Colombia,2020-02-05,Morado,J Balvin,"78,688",4
Colombia,2020-02-05,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","75,393",5
Colombia,2020-02-05,Fantasias,"Rauw Alejandro, Farruko","66,858",6
Colombia,2020-02-05,Vete,Bad Bunny,"60,818",7
Colombia,2020-02-05,Blanco,J Balvin,"58,729",8
Colombia,2020-02-05,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin","55,532",9
Colombia,2020-02-05,Girl,Myke Towers,"52,852",10
Colombia,2020-02-06,Tusa,"KAROL G, Nicki Minaj","113,894",1
Colombia,2020-02-06,Sigues Con El,"Dímelo Flow, Arcangel, Sech","95,767",2
Colombia,2020-02-06,Dance Monkey,Tones And I,"80,021",3
Colombia,2020-02-06,Morado,J Balvin,"76,751",4
Colombia,2020-02-06,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","74,827",5
Colombia,2020-02-06,Fantasias,"Rauw Alejandro, Farruko","66,172",6
Colombia,2020-02-06,Vete,Bad Bunny,"60,298",7
Colombia,2020-02-06,Blanco,J Balvin,"58,070",8
Colombia,2020-02-06,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin","56,173",9
Colombia,2020-02-06,Girl,Myke Towers,"53,365",10
Colombia,2020-02-07,Tusa,"KAROL G, Nicki Minaj","123,711",1
Colombia,2020-02-07,Sigues Con El,"Dímelo Flow, Arcangel, Sech","102,318",2
Colombia,2020-02-07,Morado,J Balvin,"83,087",3
Colombia,2020-02-07,Dance Monkey,Tones And I,"82,684",4
Colombia,2020-02-07,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","80,123",5
Colombia,2020-02-07,Fantasias,"Rauw Alejandro, Farruko","73,019",6
Colombia,2020-02-07,Vete,Bad Bunny,"65,076",7
Colombia,2020-02-07,Blanco,J Balvin,"61,391",8
Colombia,2020-02-07,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin","60,194",9
Colombia,2020-02-07,Girl,Myke Towers,"57,796",10
Colombia,2020-02-08,Tusa,"KAROL G, Nicki Minaj","136,721",1
Colombia,2020-02-08,Sigues Con El,"Dímelo Flow, Arcangel, Sech","105,408",2
Colombia,2020-02-08,Morado,J Balvin,"87,583",3
Colombia,2020-02-08,Dance Monkey,Tones And I,"87,376",4
Colombia,2020-02-08,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","82,900",5
Colombia,2020-02-08,Fantasias,"Rauw Alejandro, Farruko","76,693",6
Colombia,2020-02-08,Blanco,J Balvin,"65,615",7
Colombia,2020-02-08,Vete,Bad Bunny,"65,488",8
Colombia,2020-02-08,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin","64,890",9
Colombia,2020-02-08,Girl,Myke Towers,"58,923",10
Colombia,2020-02-09,Tusa,"KAROL G, Nicki Minaj","116,480",1
Colombia,2020-02-09,Sigues Con El,"Dímelo Flow, Arcangel, Sech","88,007",2
Colombia,2020-02-09,Dance Monkey,Tones And I,"76,230",3
Colombia,2020-02-09,Morado,J Balvin,"72,549",4
Colombia,2020-02-09,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","70,675",5
Colombia,2020-02-09,Fantasias,"Rauw Alejandro, Farruko","64,782",6
Colombia,2020-02-09,Blanco,J Balvin,"55,661",7
Colombia,2020-02-09,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin","55,352",8
Colombia,2020-02-09,Vete,Bad Bunny,"55,141",9
Colombia,2020-02-09,Girl,Myke Towers,"50,622",10
Colombia,2020-02-10,Tusa,"KAROL G, Nicki Minaj","99,234",1
Colombia,2020-02-10,Sigues Con El,"Dímelo Flow, Arcangel, Sech","88,824",2
Colombia,2020-02-10,Dance Monkey,Tones And I,"74,669",3
Colombia,2020-02-10,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","69,405",4
Colombia,2020-02-10,Morado,J Balvin,"69,292",5
Colombia,2020-02-10,Fantasias,"Rauw Alejandro, Farruko","61,314",6
Colombia,2020-02-10,Girl,Myke Towers,"54,308",7
Colombia,2020-02-10,Vete,Bad Bunny,"53,970",8
Colombia,2020-02-10,Keii,Anuel AA,"51,302",9
Colombia,2020-02-10,Blanco,J Balvin,"51,251",10
Colombia,2020-02-11,Tusa,"KAROL G, Nicki Minaj","103,210",1
Colombia,2020-02-11,Sigues Con El,"Dímelo Flow, Arcangel, Sech","92,651",2
Colombia,2020-02-11,Dance Monkey,Tones And I,"76,414",3
Colombia,2020-02-11,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","73,251",4
Colombia,2020-02-11,Morado,J Balvin,"71,693",5
Colombia,2020-02-11,Fantasias,"Rauw Alejandro, Farruko","64,445",6
Colombia,2020-02-11,Girl,Myke Towers,"57,562",7
Colombia,2020-02-11,Vete,Bad Bunny,"56,821",8
Colombia,2020-02-11,Keii,Anuel AA,"55,395",9
Colombia,2020-02-11,Blanco,J Balvin,"53,026",10
Colombia,2020-02-12,Tusa,"KAROL G, Nicki Minaj","101,645",1
Colombia,2020-02-12,Sigues Con El,"Dímelo Flow, Arcangel, Sech","92,091",2
Colombia,2020-02-12,Dance Monkey,Tones And I,"74,980",3
Colombia,2020-02-12,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","73,998",4
Colombia,2020-02-12,Morado,J Balvin,"71,008",5
Colombia,2020-02-12,Fantasias,"Rauw Alejandro, Farruko","64,406",6
Colombia,2020-02-12,Vete,Bad Bunny,"57,003",7
Colombia,2020-02-12,Girl,Myke Towers,"56,866",8
Colombia,2020-02-12,Keii,Anuel AA,"54,464",9
Colombia,2020-02-12,Blanco,J Balvin,"52,138",10
Colombia,2020-02-13,Tusa,"KAROL G, Nicki Minaj","104,273",1
Colombia,2020-02-13,Sigues Con El,"Dímelo Flow, Arcangel, Sech","92,546",2
Colombia,2020-02-13,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","76,750",3
Colombia,2020-02-13,Dance Monkey,Tones And I,"75,695",4
Colombia,2020-02-13,Morado,J Balvin,"72,573",5
Colombia,2020-02-13,Fantasias,"Rauw Alejandro, Farruko","65,780",6
Colombia,2020-02-13,Keii,Anuel AA,"58,361",7
Colombia,2020-02-13,Vete,Bad Bunny,"57,722",8
Colombia,2020-02-13,Girl,Myke Towers,"57,424",9
Colombia,2020-02-13,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin","53,652",10
Colombia,2020-02-14,Tusa,"KAROL G, Nicki Minaj","112,592",1
Colombia,2020-02-14,Sigues Con El,"Dímelo Flow, Arcangel, Sech","98,537",2
Colombia,2020-02-14,Ignorantes,"Bad Bunny, Sech","84,326",3
Colombia,2020-02-14,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","81,592",4
Colombia,2020-02-14,Dance Monkey,Tones And I,"78,398",5
Colombia,2020-02-14,Morado,J Balvin,"78,182",6
Colombia,2020-02-14,Fantasias,"Rauw Alejandro, Farruko","70,092",7
Colombia,2020-02-14,Vete,Bad Bunny,"63,436",8
Colombia,2020-02-14,Keii,Anuel AA,"61,645",9
Colombia,2020-02-14,Girl,Myke Towers,"60,784",10
Colombia,2020-02-15,Tusa,"KAROL G, Nicki Minaj","119,250",1
Colombia,2020-02-15,Sigues Con El,"Dímelo Flow, Arcangel, Sech","96,364",2
Colombia,2020-02-15,Ignorantes,"Bad Bunny, Sech","88,154",3
Colombia,2020-02-15,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","81,200",4
Colombia,2020-02-15,Morado,J Balvin,"79,278",5
Colombia,2020-02-15,Dance Monkey,Tones And I,"79,261",6
Colombia,2020-02-15,Fantasias,"Rauw Alejandro, Farruko","69,545",7
Colombia,2020-02-15,Vete,Bad Bunny,"59,987",8
Colombia,2020-02-15,Girl,Myke Towers,"58,361",9
Colombia,2020-02-15,Blanco,J Balvin,"58,261",10
Colombia,2020-02-16,Tusa,"KAROL G, Nicki Minaj","101,306",1
Colombia,2020-02-16,Sigues Con El,"Dímelo Flow, Arcangel, Sech","81,261",2
Colombia,2020-02-16,Ignorantes,"Bad Bunny, Sech","76,973",3
Colombia,2020-02-16,Dance Monkey,Tones And I,"68,484",4
Colombia,2020-02-16,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","68,217",5
Colombia,2020-02-16,Morado,J Balvin,"66,896",6
Colombia,2020-02-16,Fantasias,"Rauw Alejandro, Farruko","58,400",7
Colombia,2020-02-16,Vete,Bad Bunny,"51,194",8
Colombia,2020-02-16,Girl,Myke Towers,"50,819",9
Colombia,2020-02-16,Blanco,J Balvin,"50,095",10
Colombia,2020-02-17,Tusa,"KAROL G, Nicki Minaj","89,958",1
Colombia,2020-02-17,Ignorantes,"Bad Bunny, Sech","89,187",2
Colombia,2020-02-17,Sigues Con El,"Dímelo Flow, Arcangel, Sech","83,084",3
Colombia,2020-02-17,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","69,490",4
Colombia,2020-02-17,Dance Monkey,Tones And I,"68,067",5
Colombia,2020-02-17,Morado,J Balvin,"66,342",6
Colombia,2020-02-17,Fantasias,"Rauw Alejandro, Farruko","57,567",7
Colombia,2020-02-17,Girl,Myke Towers,"55,453",8
Colombia,2020-02-17,BORRAXXA,"Feid, Manuel Turizo","52,867",9
Colombia,2020-02-17,Vete,Bad Bunny,"52,639",10
Colombia,2020-02-18,Tusa,"KAROL G, Nicki Minaj","92,837",1
Colombia,2020-02-18,Ignorantes,"Bad Bunny, Sech","90,746",2
Colombia,2020-02-18,Sigues Con El,"Dímelo Flow, Arcangel, Sech","87,497",3
Colombia,2020-02-18,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","73,445",4
Colombia,2020-02-18,Dance Monkey,Tones And I,"70,703",5
Colombia,2020-02-18,Morado,J Balvin,"69,092",6
Colombia,2020-02-18,Fantasias,"Rauw Alejandro, Farruko","60,724",7
Colombia,2020-02-18,Girl,Myke Towers,"57,845",8
Colombia,2020-02-18,BORRAXXA,"Feid, Manuel Turizo","54,572",9
Colombia,2020-02-18,Vete,Bad Bunny,"54,387",10
Colombia,2020-02-19,Tusa,"KAROL G, Nicki Minaj","92,180",1
Colombia,2020-02-19,Ignorantes,"Bad Bunny, Sech","90,522",2
Colombia,2020-02-19,Sigues Con El,"Dímelo Flow, Arcangel, Sech","87,252",3
Colombia,2020-02-19,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","74,181",4
Colombia,2020-02-19,Dance Monkey,Tones And I,"70,154",5
Colombia,2020-02-19,Morado,J Balvin,"69,815",6
Colombia,2020-02-19,Fantasias,"Rauw Alejandro, Farruko","61,491",7
Colombia,2020-02-19,Girl,Myke Towers,"57,744",8
Colombia,2020-02-19,Vete,Bad Bunny,"55,387",9
Colombia,2020-02-19,BORRAXXA,"Feid, Manuel Turizo","53,933",10
Colombia,2020-02-20,Tusa,"KAROL G, Nicki Minaj","95,956",1
Colombia,2020-02-20,Sigues Con El,"Dímelo Flow, Arcangel, Sech","89,771",2
Colombia,2020-02-20,Ignorantes,"Bad Bunny, Sech","88,680",3
Colombia,2020-02-20,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","76,021",4
Colombia,2020-02-20,Dance Monkey,Tones And I,"71,530",5
Colombia,2020-02-20,Morado,J Balvin,"70,581",6
Colombia,2020-02-20,Fantasias,"Rauw Alejandro, Farruko","62,304",7
Colombia,2020-02-20,Girl,Myke Towers,"59,106",8
Colombia,2020-02-20,Vete,Bad Bunny,"55,902",9
Colombia,2020-02-20,BORRAXXA,"Feid, Manuel Turizo","54,196",10
Colombia,2020-02-21,Tusa,"KAROL G, Nicki Minaj","104,672",1
Colombia,2020-02-21,Ignorantes,"Bad Bunny, Sech","100,510",2
Colombia,2020-02-21,Sigues Con El,"Dímelo Flow, Arcangel, Sech","95,438",3
Colombia,2020-02-21,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","80,766",4
Colombia,2020-02-21,Morado,J Balvin,"77,601",5
Colombia,2020-02-21,Dance Monkey,Tones And I,"73,830",6
Colombia,2020-02-21,Fantasias,"Rauw Alejandro, Farruko","67,119",7
Colombia,2020-02-21,BORRAXXA,"Feid, Manuel Turizo","63,247",8
Colombia,2020-02-21,Girl,Myke Towers,"62,030",9
Colombia,2020-02-21,Vete,Bad Bunny,"59,097",10
Colombia,2020-02-22,Tusa,"KAROL G, Nicki Minaj","110,401",1
Colombia,2020-02-22,Sigues Con El,"Dímelo Flow, Arcangel, Sech","94,414",2
Colombia,2020-02-22,Ignorantes,"Bad Bunny, Sech","94,236",3
Colombia,2020-02-22,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","79,135",4
Colombia,2020-02-22,Morado,J Balvin,"78,862",5
Colombia,2020-02-22,Dance Monkey,Tones And I,"73,786",6
Colombia,2020-02-22,Fantasias,"Rauw Alejandro, Farruko","66,198",7
Colombia,2020-02-22,BORRAXXA,"Feid, Manuel Turizo","60,492",8
Colombia,2020-02-22,Girl,Myke Towers,"59,880",9
Colombia,2020-02-22,Vete,Bad Bunny,"57,247",10
Colombia,2020-02-23,Tusa,"KAROL G, Nicki Minaj","92,542",1
Colombia,2020-02-23,Sigues Con El,"Dímelo Flow, Arcangel, Sech","78,109",2
Colombia,2020-02-23,Ignorantes,"Bad Bunny, Sech","77,067",3
Colombia,2020-02-23,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","66,320",4
Colombia,2020-02-23,Morado,J Balvin,"65,879",5
Colombia,2020-02-23,Dance Monkey,Tones And I,"63,477",6
Colombia,2020-02-23,Fantasias,"Rauw Alejandro, Farruko","54,891",7
Colombia,2020-02-23,Girl,Myke Towers,"50,746",8
Colombia,2020-02-23,BORRAXXA,"Feid, Manuel Turizo","49,872",9
Colombia,2020-02-23,Vete,Bad Bunny,"48,008",10
Colombia,2020-02-24,Ignorantes,"Bad Bunny, Sech","85,434",1
Colombia,2020-02-24,Tusa,"KAROL G, Nicki Minaj","84,540",2
Colombia,2020-02-24,Sigues Con El,"Dímelo Flow, Arcangel, Sech","81,462",3
Colombia,2020-02-24,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","68,905",4
Colombia,2020-02-24,Morado,J Balvin,"66,169",5
Colombia,2020-02-24,Dance Monkey,Tones And I,"64,297",6
Colombia,2020-02-24,BORRAXXA,"Feid, Manuel Turizo","58,034",7
Colombia,2020-02-24,Girl,Myke Towers,"55,431",8
Colombia,2020-02-24,Fantasias,"Rauw Alejandro, Farruko","55,424",9
Colombia,2020-02-24,Vete,Bad Bunny,"50,402",10
Colombia,2020-02-25,Tusa,"KAROL G, Nicki Minaj","87,454",1
Colombia,2020-02-25,Ignorantes,"Bad Bunny, Sech","87,252",2
Colombia,2020-02-25,Sigues Con El,"Dímelo Flow, Arcangel, Sech","83,722",3
Colombia,2020-02-25,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","71,500",4
Colombia,2020-02-25,Morado,J Balvin,"71,283",5
Colombia,2020-02-25,Dance Monkey,Tones And I,"65,757",6
Colombia,2020-02-25,BORRAXXA,"Feid, Manuel Turizo","60,006",7
Colombia,2020-02-25,Fantasias,"Rauw Alejandro, Farruko","57,782",8
Colombia,2020-02-25,Girl,Myke Towers,"56,755",9
Colombia,2020-02-25,Vete,Bad Bunny,"52,120",10
Colombia,2020-02-26,Tusa,"KAROL G, Nicki Minaj","85,811",1
Colombia,2020-02-26,Ignorantes,"Bad Bunny, Sech","85,605",2
Colombia,2020-02-26,Sigues Con El,"Dímelo Flow, Arcangel, Sech","84,081",3
Colombia,2020-02-26,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","71,180",4
Colombia,2020-02-26,Morado,J Balvin,"70,319",5
Colombia,2020-02-26,Dance Monkey,Tones And I,"65,069",6
Colombia,2020-02-26,BORRAXXA,"Feid, Manuel Turizo","58,931",7
Colombia,2020-02-26,Fantasias,"Rauw Alejandro, Farruko","56,887",8
Colombia,2020-02-26,Girl,Myke Towers,"56,390",9
Colombia,2020-02-26,Vete,Bad Bunny,"52,134",10
Colombia,2020-02-27,Tusa,"KAROL G, Nicki Minaj","88,215",1
Colombia,2020-02-27,Ignorantes,"Bad Bunny, Sech","88,038",2
Colombia,2020-02-27,Sigues Con El,"Dímelo Flow, Arcangel, Sech","86,702",3
Colombia,2020-02-27,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","73,311",4
Colombia,2020-02-27,Morado,J Balvin,"73,258",5
Colombia,2020-02-27,Dance Monkey,Tones And I,"66,530",6
Colombia,2020-02-27,BORRAXXA,"Feid, Manuel Turizo","61,071",7
Colombia,2020-02-27,Fantasias,"Rauw Alejandro, Farruko","59,384",8
Colombia,2020-02-27,Girl,Myke Towers,"57,599",9
Colombia,2020-02-27,Vete,Bad Bunny,"54,130",10
Colombia,2020-02-28,Rojo,J Balvin,"229,948",1
Colombia,2020-02-28,Morado,J Balvin,"112,868",2
Colombia,2020-02-28,Ignorantes,"Bad Bunny, Sech","99,687",3
Colombia,2020-02-28,Tusa,"KAROL G, Nicki Minaj","97,653",4
Colombia,2020-02-28,Sigues Con El,"Dímelo Flow, Arcangel, Sech","94,529",5
Colombia,2020-02-28,René,Residente,"86,900",6
Colombia,2020-02-28,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","80,441",7
Colombia,2020-02-28,Blanco,J Balvin,"78,056",8
Colombia,2020-02-28,Dance Monkey,Tones And I,"69,095",9
Colombia,2020-02-28,BORRAXXA,"Feid, Manuel Turizo","66,390",10
Colombia,2020-02-29,Rojo,J Balvin,"209,107",1
Colombia,2020-02-29,Ignorantes,"Bad Bunny, Sech","144,382",2
Colombia,2020-02-29,René,Residente,"133,025",3
Colombia,2020-02-29,La Difícil,Bad Bunny,"126,615",4
Colombia,2020-02-29,Si Veo a Tu Mamá,Bad Bunny,"112,814",5
Colombia,2020-02-29,Tusa,"KAROL G, Nicki Minaj","106,855",6
Colombia,2020-02-29,Vete,Bad Bunny,"105,148",7
Colombia,2020-02-29,La Santa,"Bad Bunny, Daddy Yankee","104,379",8
Colombia,2020-02-29,Morado,J Balvin,"103,704",9
Colombia,2020-02-29,Sigues Con El,"Dímelo Flow, Arcangel, Sech","93,368",10
Costa Rica,2020-02-01,Tusa,"KAROL G, Nicki Minaj","64,102",1
Costa Rica,2020-02-01,Dance Monkey,Tones And I,"36,403",2
Costa Rica,2020-02-01,Sigues Con El,"Dímelo Flow, Arcangel, Sech","33,506",3
Costa Rica,2020-02-01,Fantasias,"Rauw Alejandro, Farruko","31,240",4
Costa Rica,2020-02-01,Vete,Bad Bunny,"25,926",5
Costa Rica,2020-02-01,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","25,581",6
Costa Rica,2020-02-01,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin","24,026",7
Costa Rica,2020-02-01,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna","21,761",8
Costa Rica,2020-02-01,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal","21,135",9
Costa Rica,2020-02-01,LA CANCIÓN,"J Balvin, Bad Bunny","19,577",10
Costa Rica,2020-02-02,Tusa,"KAROL G, Nicki Minaj","55,137",1
Costa Rica,2020-02-02,Dance Monkey,Tones And I,"30,876",2
Costa Rica,2020-02-02,Sigues Con El,"Dímelo Flow, Arcangel, Sech","28,422",3
Costa Rica,2020-02-02,Fantasias,"Rauw Alejandro, Farruko","26,663",4
Costa Rica,2020-02-02,Vete,Bad Bunny,"22,743",5
Costa Rica,2020-02-02,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","22,140",6
Costa Rica,2020-02-02,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin","20,060",7
Costa Rica,2020-02-02,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna","18,533",8
Costa Rica,2020-02-02,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal","18,062",9
Costa Rica,2020-02-02,LA CANCIÓN,"J Balvin, Bad Bunny","17,216",10
Costa Rica,2020-02-03,Tusa,"KAROL G, Nicki Minaj","51,459",1
Costa Rica,2020-02-03,Dance Monkey,Tones And I,"31,939",2
Costa Rica,2020-02-03,Sigues Con El,"Dímelo Flow, Arcangel, Sech","30,216",3
Costa Rica,2020-02-03,Fantasias,"Rauw Alejandro, Farruko","26,870",4
Costa Rica,2020-02-03,Vete,Bad Bunny,"23,861",5
Costa Rica,2020-02-03,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","23,174",6
Costa Rica,2020-02-03,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin","20,276",7
Costa Rica,2020-02-03,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna","18,437",8
Costa Rica,2020-02-03,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal","18,220",9
Costa Rica,2020-02-03,LA CANCIÓN,"J Balvin, Bad Bunny","17,819",10
Costa Rica,2020-02-04,Tusa,"KAROL G, Nicki Minaj","52,786",1
Costa Rica,2020-02-04,Dance Monkey,Tones And I,"33,630",2
Costa Rica,2020-02-04,Sigues Con El,"Dímelo Flow, Arcangel, Sech","31,821",3
Costa Rica,2020-02-04,Fantasias,"Rauw Alejandro, Farruko","27,907",4
Costa Rica,2020-02-04,Vete,Bad Bunny,"24,759",5
Costa Rica,2020-02-04,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","24,242",6
Costa Rica,2020-02-04,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin","21,186",7
Costa Rica,2020-02-04,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna","19,605",8
Costa Rica,2020-02-04,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal","19,083",9
Costa Rica,2020-02-04,LA CANCIÓN,"J Balvin, Bad Bunny","18,515",10
Costa Rica,2020-02-05,Tusa,"KAROL G, Nicki Minaj","51,994",1
Costa Rica,2020-02-05,Dance Monkey,Tones And I,"33,220",2
Costa Rica,2020-02-05,Sigues Con El,"Dímelo Flow, Arcangel, Sech","31,668",3
Costa Rica,2020-02-05,Fantasias,"Rauw Alejandro, Farruko","27,777",4
Costa Rica,2020-02-05,Vete,Bad Bunny,"24,499",5
Costa Rica,2020-02-05,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","24,495",6
Costa Rica,2020-02-05,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin","21,015",7
Costa Rica,2020-02-05,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna","19,407",8
Costa Rica,2020-02-05,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal","18,835",9
Costa Rica,2020-02-05,LA CANCIÓN,"J Balvin, Bad Bunny","18,473",10
Costa Rica,2020-02-06,Tusa,"KAROL G, Nicki Minaj","51,877",1
Costa Rica,2020-02-06,Dance Monkey,Tones And I,"33,401",2
Costa Rica,2020-02-06,Sigues Con El,"Dímelo Flow, Arcangel, Sech","32,518",3
Costa Rica,2020-02-06,Fantasias,"Rauw Alejandro, Farruko","28,292",4
Costa Rica,2020-02-06,Vete,Bad Bunny,"25,046",5
Costa Rica,2020-02-06,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","24,881",6
Costa Rica,2020-02-06,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin","21,406",7
Costa Rica,2020-02-06,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna","19,537",8
Costa Rica,2020-02-06,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal","18,799",9
Costa Rica,2020-02-06,LA CANCIÓN,"J Balvin, Bad Bunny","18,584",10
Costa Rica,2020-02-07,Tusa,"KAROL G, Nicki Minaj","54,940",1
Costa Rica,2020-02-07,Dance Monkey,Tones And I,"34,793",2
Costa Rica,2020-02-07,Sigues Con El,"Dímelo Flow, Arcangel, Sech","33,729",3
Costa Rica,2020-02-07,Fantasias,"Rauw Alejandro, Farruko","29,849",4
Costa Rica,2020-02-07,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","26,120",5
Costa Rica,2020-02-07,Vete,Bad Bunny,"25,615",6
Costa Rica,2020-02-07,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin","22,653",7
Costa Rica,2020-02-07,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna","20,821",8
Costa Rica,2020-02-07,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal","19,601",9
Costa Rica,2020-02-07,LA CANCIÓN,"J Balvin, Bad Bunny","19,280",10
Costa Rica,2020-02-08,Tusa,"KAROL G, Nicki Minaj","58,406",1
Costa Rica,2020-02-08,Dance Monkey,Tones And I,"35,640",2
Costa Rica,2020-02-08,Sigues Con El,"Dímelo Flow, Arcangel, Sech","34,232",3
Costa Rica,2020-02-08,Fantasias,"Rauw Alejandro, Farruko","30,503",4
Costa Rica,2020-02-08,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","26,913",5
Costa Rica,2020-02-08,Vete,Bad Bunny,"25,700",6
Costa Rica,2020-02-08,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin","23,450",7
Costa Rica,2020-02-08,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna","21,118",8
Costa Rica,2020-02-08,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal","20,303",9
Costa Rica,2020-02-08,LA CANCIÓN,"J Balvin, Bad Bunny","19,643",10
Costa Rica,2020-02-09,Tusa,"KAROL G, Nicki Minaj","49,702",1
Costa Rica,2020-02-09,Dance Monkey,Tones And I,"30,790",2
Costa Rica,2020-02-09,Sigues Con El,"Dímelo Flow, Arcangel, Sech","28,707",3
Costa Rica,2020-02-09,Fantasias,"Rauw Alejandro, Farruko","26,009",4
Costa Rica,2020-02-09,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","23,231",5
