name,artist,year,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,valence,artists+name
State of Mind - Mixed,'Silt',2020,0.00614,0.9,405.833,0.428,0,0.653,0,0.0739,-13.606,0,0,0.233,123.002,0.493,'Silt'State of Mind - Mixed
The Way You Treat Me - Mixed,'Deep Spelle',2020,0.272,0.738,351.192,0.359,0,0.888,5,0.0976,-18.502,0,0,0.0653,123.029,0.491,'Deep Spelle'The Way You Treat Me - Mixed
Herr Glotz - Mixed,'Max Volkholz',2020,0.018000000000000002,0.8079999999999999,333.525,0.647,0,0.8640000000000001,7,0.0968,-13.489,1,0,0.0657,123.015,0.6809999999999999,'Max Volkholz'Herr Glotz - Mixed
"Beautiful World - Live in Holland, 2012",'Paul Carrack',2020,0.115,0.588,417.338,0.754,0,0.00104,0,0.972,-7.197,1,9,0.0391,84.00299999999999,0.63,"'Paul Carrack'Beautiful World - Live in Holland, 2012"
World of Madness - Defqon.1 Anthem 2012,'Headhunterz',2020,0.0805,0.512,385.6,0.972,0,0.35200000000000004,10,0.166,-6.312,0,19,0.0581,149.993,0.268,'Headhunterz'World of Madness - Defqon.1 Anthem 2012
The Pipe Hunter (Original 2012 Mix),'Elis Iluht',2020,0.000941,0.655,407.055,0.753,0,0.915,7,0.113,-9.399,1,0,0.0402,125.005,0.747,'Elis Iluht'The Pipe Hunter (Original 2012 Mix)
"Long Ago - Live in Holland, 2012",'Paul Carrack',2020,0.259,0.594,248.246,0.399,0,0.0,4,0.693,-11.463,1,9,0.0309,135.903,0.324,"'Paul Carrack'Long Ago - Live in Holland, 2012"
Five Years & Change,'Jay Excess',2020,0.889,0.219,235.051,0.16,0,0.000839,0,0.117,-15.974,1,0,0.038,80.789,0.0761,'Jay Excess'Five Years & Change
"Nothing Without You - Live in Holland, 2012",'Paul Carrack',2020,0.00603,0.64,295.721,0.807,0,3.73e-06,0,0.988,-7.4929999999999986,1,9,0.0478,105.014,0.657,"'Paul Carrack'Nothing Without You - Live in Holland, 2012"
"From Now On - Live in Holland, 2012",'Paul Carrack',2020,0.0927,0.528,258.563,0.516,0,9.73e-06,4,0.677,-9.733,1,10,0.0398,79.943,0.19,"'Paul Carrack'From Now On - Live in Holland, 2012"
14 Hormonal Years - Ginola Remix,'Simon Bird',2020,1.47e-06,0.157,438.9,0.285,0,0.836,0,0.111,-6.8039999999999985,1,0,0.0455,150.132,0.0308,'Simon Bird'14 Hormonal Years - Ginola Remix
My Baby Said She Loved Me (Highway 125) [2012],'Curtis Matheson',2020,0.00072,0.401,172.985,0.866,0,2e-05,0,0.08800000000000001,-4.589,1,0,0.242,154.697,0.857,'Curtis Matheson'My Baby Said She Loved Me (Highway 125) [2012]
"Semoga - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",'Kla Project',2020,0.557,0.311,326.52,0.449,0,0.00015,11,0.778,-9.812,1,14,0.0394,129.99200000000002,0.185,"'Kla Project'Semoga - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013"
Lusaka Ritual (Elis Iluht's 2013 Drum & Bass Rerub),'Jabulani Eugene Mgabi',2020,0.517,0.718,440.016,0.71,0,0.338,7,0.134,-6.685,0,0,0.115,120.037,0.612,'Jabulani Eugene Mgabi'Lusaka Ritual (Elis Iluht's 2013 Drum & Bass Rerub)
"Lara Melanda - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",'Kla Project',2020,0.67,0.313,459.4,0.373,0,0.000115,0,0.721,-10.773,1,21,0.0362,145.316,0.174,"'Kla Project'Lara Melanda - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013"
"Tentang Kita - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",'Kla Project',2020,0.000811,0.35700000000000004,385.16,0.8340000000000001,0,0.0,8,0.974,-5.999,1,23,0.0642,111.821,0.487,"'Kla Project'Tentang Kita - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013"
"Belahan Jiwa - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",'Kla Project',2020,0.0201,0.603,360.36,0.8079999999999999,0,0.0,11,0.952,-7.443,1,14,0.0503,108.12,0.462,"'Kla Project'Belahan Jiwa - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013"
"Mana Kutahu - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",'Kla Project',2020,0.0802,0.419,307.88,0.588,0,0.0,3,0.679,-7.351,0,13,0.0309,146.281,0.309,"'Kla Project'Mana Kutahu - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013"
"Waktu Tersisa - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",'Kla Project',2020,0.0919,0.377,411.24,0.698,0,0.00336,8,0.696,-9.097,1,17,0.0466,80.513,0.443,"'Kla Project'Waktu Tersisa - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013"
"Kidung Mesra - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",'Kla Project',2020,0.0321,0.446,286.24,0.708,0,0.0,6,0.779,-6.909,1,23,0.0315,101.058,0.38,"'Kla Project'Kidung Mesra - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013"
"Bahagia Tanpamu - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",'Kla Project',2020,0.0377,0.523,347.64,0.8320000000000001,0,1.55e-06,6,0.7559999999999999,-5.996,1,14,0.051,96.923,0.509,"'Kla Project'Bahagia Tanpamu - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013"
"Jiwa Merapuh - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",'Kla Project',2020,0.282,0.34600000000000003,369.6,0.529,0,0.0,11,0.882,-9.346,0,14,0.0378,141.502,0.234,"'Kla Project'Jiwa Merapuh - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013"
"Anak Dara - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",'Kla Project',2020,0.639,0.173,263.16,0.332,0,0.0,1,0.258,-10.511,1,12,0.0307,66.811,0.341,"'Kla Project'Anak Dara - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013"
They Walk Among Us / 1000 Year Stare,'The Leonid Falls',2020,0.545,0.6409999999999999,283.585,0.426,0,0.899,9,0.513,-11.385,0,0,0.0289,107.95,0.243,'The Leonid Falls'They Walk Among Us / 1000 Year Stare
Wasting My Young Years,'Walker',2020,0.831,0.506,198.464,0.338,0,0.00585,8,0.0875,-9.432,1,0,0.0289,126.63,0.253,'Walker'Wasting My Young Years
"Sudi Turun Kebumi - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",'Kla Project',2020,0.0485,0.514,373.0,0.765,0,0.00015900000000000002,6,0.652,-9.222,1,15,0.0996,112.035,0.37,"'Kla Project'Sudi Turun Kebumi - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013"
"Satu Kayuh Berdua - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",'Kla Project',2020,0.0795,0.523,342.88,0.787,0,0.0,6,0.747,-6.591,1,14,0.035,106.961,0.375,"'Kla Project'Satu Kayuh Berdua - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013"
"Kau Pulihkan Luka - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",'Kla Project',2020,0.118,0.412,265.76,0.772,0,0.0,10,0.792,-6.388,1,21,0.0484,104.054,0.422,"'Kla Project'Kau Pulihkan Luka - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013"
"Terpuruk Ku Disini - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",'Kla Project',2020,0.0802,0.464,402.68,0.688,0,4.38e-05,1,0.341,-8.545,0,14,0.03,111.71,0.266,"'Kla Project'Terpuruk Ku Disini - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013"
"Meski Tlah Jauh - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",'Kla Project',2020,0.0773,0.31,457.88,0.569,0,0.0185,1,0.687,-6.8,1,14,0.0335,133.547,0.203,"'Kla Project'Meski Tlah Jauh - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013"
99 Year Blues - Live - Set 2,'Jorma Kaukonen',2020,0.8290000000000001,0.46,336.127,0.34,0,0.28600000000000003,4,0.966,-14.388,1,0,0.037000000000000005,116.216,0.498,'Jorma Kaukonen'99 Year Blues - Live - Set 2
"Tak Bisa Ke Lain Hati - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",'Kla Project',2020,0.00617,0.438,371.16,0.728,0,0.0,11,0.992,-6.769,1,17,0.037000000000000005,131.029,0.241,"'Kla Project'Tak Bisa Ke Lain Hati - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013"
People Crossing The City At The End Of The Year,'Kazushi Yoshida',2020,0.816,0.565,164.955,0.319,0,4.79e-06,3,0.117,-13.17,1,0,0.0297,80.029,0.374,'Kazushi Yoshida'People Crossing The City At The End Of The Year
3years All My Love,'STRAIGHT',2020,0.000413,0.3720000000000001,128.12,0.967,1,0.0,0,0.496,-2.694,1,0,0.106,111.444,0.456,'STRAIGHT'3years All My Love
Accelerate (Official XXlerator Anthem 2014),'Code Black',2020,0.00515,0.489,172.8,0.97,0,0.0,11,0.119,-1.969,0,15,0.211,149.863,0.485,'Code Black'Accelerate (Official XXlerator Anthem 2014)
In a Dark Place (2014),'Curtis Matheson',2020,0.594,0.63,370.147,0.506,0,0.0105,0,0.195,-7.597,0,0,0.0274,118.145,0.311,'Curtis Matheson'In a Dark Place (2014)
A Little Bit Free - 2014 remastered,'John Voss',2020,0.0272,0.361,171.307,0.624,0,0.00488,0,0.585,-6.509,1,0,0.045,174.98,0.5760000000000001,'John Voss'A Little Bit Free - 2014 remastered
La La La (Brazil 2014),'Alegra',2020,0.154,0.83,195.0,0.644,0,0.0,11,0.25,-6.444,1,0,0.102,128.001,0.772,'Alegra'La La La (Brazil 2014)
Monsters (MrDEGHT's 2014 Night Edit),'Elis Iluht',2020,0.0194,0.8140000000000001,472.005,0.545,0,0.0652,1,0.0937,-9.063,0,0,0.0389,119.985,0.491,'Elis Iluht'Monsters (MrDEGHT's 2014 Night Edit)
You Don't Know My Mind (2014),'Curtis Matheson',2020,0.121,0.644,224.827,0.805,0,2.12e-06,2,0.3,-7.475,1,0,0.064,126.769,0.934,'Curtis Matheson'You Don't Know My Mind (2014)
One Piece of Your Heart - 2014 remastered,'John Voss',2020,0.38,0.482,313.907,0.544,0,0.0668,2,0.0255,-7.752999999999999,1,0,0.0318,95.008,0.274,'John Voss'One Piece of Your Heart - 2014 remastered
Another Bad Year,'Narmerly',2020,0.405,0.773,144.0,0.338,1,0.0,1,0.126,-15.434,1,0,0.46,123.9,0.344,'Narmerly'Another Bad Year
Dhahabu Meets Elis Iluht (Original 2014 Mix),'Golden Fana Hlatshwayo',2020,0.0371,0.584,377.71,0.769,0,0.9,4,0.1,-12.484000000000002,0,0,0.0383,122.02,0.7170000000000001,'Golden Fana Hlatshwayo'Dhahabu Meets Elis Iluht (Original 2014 Mix)
Re: T. S. Eliot // 2015-2020,'The Lost Year',2020,0.537,0.258,354.573,0.68,0,0.642,6,0.0898,-9.569,0,0,0.111,138.594,0.0479,'The Lost Year'Re: T. S. Eliot // 2015-2020
Stoneheart (2015),'Galgo',2020,0.124,0.7070000000000001,178.129,0.596,0,0.0,0,0.126,-6.2929999999999975,1,0,0.0572,124.016,0.622,'Galgo'Stoneheart (2015)
Guilt (2015),'Galgo',2020,0.57,0.931,234.606,0.7290000000000001,1,0.013,10,0.341,-8.787,0,0,0.259,110.033,0.841,'Galgo'Guilt (2015)
2015,'$0dg0d',2020,0.11,0.732,160.171,0.8220000000000001,1,9.05e-06,7,0.154,-5.3870000000000005,0,0,0.155,141.94799999999995,0.74,'$0dg0d'2015
2015 Suicidal,'Darealleek',2020,0.077,0.6779999999999999,165.46,0.479,1,0.0,10,0.079,-9.85,1,0,0.471,76.04,0.754,'Darealleek'2015 Suicidal
Heartless One (2015),'Galgo',2020,0.203,0.643,267.494,0.684,0,0.0049700000000000005,8,0.0855,-8.106,1,0,0.243,171.92,0.728,'Galgo'Heartless One (2015)
Harmony (2015),'Navab Jalil',2020,0.947,0.619,379.69,0.441,0,0.892,0,0.21600000000000005,-11.894,1,0,0.0325,109.976,0.0794,'Navab Jalil'Harmony (2015)
Bass Down Low (2015),'Galgo',2020,0.241,0.914,216.66,0.61,1,0.00032900000000000003,10,0.0678,-7.51,0,0,0.145,99.98,0.362,'Galgo'Bass Down Low (2015)
Nature (2015) - Uplifting Mix,'Navab Jalil',2020,0.145,0.563,309.629,0.8809999999999999,0,0.8640000000000001,0,0.376,-9.706,0,0,0.0526,137.987,0.101,'Navab Jalil'Nature (2015) - Uplifting Mix
Walk on Boy (2015),'Curtis Matheson',2020,0.848,0.513,213.566,0.6709999999999999,0,0.00718,6,0.305,-7.767,0,0,0.0455,138.541,0.738,'Curtis Matheson'Walk on Boy (2015)
Hallmansgården 2015-12-06,'Bedårande Barn',2020,0.909,0.6679999999999999,115.125,0.12,0,0.0,3,0.16899999999999998,-24.036,1,2,0.562,132.358,0.7609999999999999,'Bedårande Barn'Hallmansgården 2015-12-06
All Year Summer,'Chill Out 2016',2020,3.2500000000000004e-05,0.7490000000000001,192.432,0.648,0,0.953,10,0.115,-7.646,0,0,0.0429,111.005,0.0515,'Chill Out 2016'All Year Summer
Philosophy Of Life (2016),'Navab Jalil',2020,0.636,0.71,230.818,0.369,0,0.862,1,0.0628,-14.944,0,0,0.0408,128.003,0.957,'Navab Jalil'Philosophy Of Life (2016)
Back Block of Brooklyn 2016,'Marco Dinero',2020,0.2,0.8270000000000001,195.5,0.5820000000000001,1,0.0,1,0.3720000000000001,-7.212999999999999,1,0,0.438,140.001,0.147,'Marco Dinero'Back Block of Brooklyn 2016
Slumz 2016 - 2017 (Bonus Track),'$tar$eed',2020,0.0375,0.923,130.375,0.172,1,0.0202,10,0.0827,-15.646,0,0,0.385,100.046,0.17600000000000002,'$tar$eed'Slumz 2016 - 2017 (Bonus Track)
New Year Eve 2019,'Chill Out 2016',2020,0.000155,0.77,225.884,0.5870000000000001,0,0.866,2,0.115,-11.795,1,0,0.0425,111.0,0.199,'Chill Out 2016'New Year Eve 2019
Love Hangover - 2016 Remaster Edit,'Joey Negro',2020,0.28,0.747,309.422,0.726,0,0.763,1,0.0876,-6.797999999999999,1,9,0.0363,121.069,0.963,'Joey Negro'Love Hangover - 2016 Remaster Edit
7 Years,'Stereo Avenue',2020,0.264,0.7390000000000001,239.534,0.333,0,0.0,10,0.378,-10.331,1,0,0.0835,119.858,0.395,'Stereo Avenue'7 Years
Shabaneh (2017),'Navab Jalil',2020,0.255,0.404,300.529,0.452,0,0.208,2,0.0888,-13.431,0,0,0.0728,110.645,0.0589,'Navab Jalil'Shabaneh (2017)
"10 YEARS FROM NOW (Live at Irorikan, Kozagawa, 2018)",'Shinichi Aida',2020,0.6709999999999999,0.476,435.853,0.555,0,0.0,0,0.77,-3.7,1,0,0.0303,121.506,0.204,"'Shinichi Aida'10 YEARS FROM NOW (Live at Irorikan, Kozagawa, 2018)"
Angel - 2018,'John Voss',2020,0.00283,0.445,246.0,0.701,0,0.000982,2,0.13,-8.708,1,0,0.0374,130.026,0.652,'John Voss'Angel - 2018
Alone (2018),'Navab Jalil',2020,0.435,0.6709999999999999,356.049,0.648,0,0.546,0,0.09,-8.126,0,0,0.0349,119.993,0.039,'Navab Jalil'Alone (2018)
"I will not send New Year's cards anymore (Live at Irorikan, Kozagawa, 2018)",'Shinichi Aida',2020,0.715,0.409,357.172,0.462,0,0.0,7,0.7140000000000001,-6.03,1,0,0.0389,118.042,0.307,"'Shinichi Aida'I will not send New Year's cards anymore (Live at Irorikan, Kozagawa, 2018)"
Eclipse - 2018 Remaster,'Carnage & Cluster',2020,0.0774,0.479,244.706,0.992,0,0.741,8,0.588,-4.189,0,0,0.0563,175.065,0.0849,'Carnage & Cluster'Eclipse - 2018 Remaster
Live It - 2018,'John Voss',2020,0.0217,0.5489999999999999,204.857,0.857,0,0.0,4,0.0763,-8.142000000000001,1,0,0.0384,140.025,0.759,'John Voss'Live It - 2018
Technoisj - 2018 Remaster,'Cluster',2020,0.0492,0.664,233.909,0.992,0,0.861,1,0.693,-4.394,1,0,0.265,140.116,0.157,'Cluster'Technoisj - 2018 Remaster
Demoniac Woman - 2018,'John Voss',2020,0.00178,0.4970000000000001,232.131,0.495,0,0.00124,2,0.113,-8.658,1,0,0.0364,121.959,0.7340000000000001,'John Voss'Demoniac Woman - 2018
Rock'n'roll Greetings - 2018,'John Voss',2020,0.000597,0.22,248.036,0.6970000000000001,0,0.000299,11,0.103,-8.338,0,0,0.0457,159.998,0.271,'John Voss'Rock'n'roll Greetings - 2018
The Raid - 2018,'John Voss',2020,2e-05,0.0777,179.76,0.5820000000000001,0,0.795,11,0.36,-7.923999999999999,0,0,0.0467,173.46599999999995,0.44,'John Voss'The Raid - 2018
Part 6 (2004 - 2018),'Concept Art Orchestra',2020,0.472,0.331,657.453,0.445,0,0.376,10,0.0703,-11.956,1,1,0.0402,120.902,0.0821,'Concept Art Orchestra'Part 6 (2004 - 2018)
Sepia Tone (2018),'Glenn Murawski',2020,0.436,0.606,184.181,0.69,0,0.741,7,0.121,-12.809,1,0,0.0366,129.933,0.129,'Glenn Murawski'Sepia Tone (2018)
Shah Rah (2018),'Navab Jalil',2020,0.78,0.637,371.383,0.635,0,0.373,6,0.113,-11.968,0,0,0.0414,95.039,0.619,'Navab Jalil'Shah Rah (2018)
New Year 2020,'Deep House Lounge',2020,0.0004,0.76,221.869,0.507,0,0.943,9,0.12,-13.552,0,0,0.0528,112.989,0.402,'Deep House Lounge'New Year 2020
Noi_sj-04 - 2018 Remaster,'Carnage & Cluster',2020,0.0013,0.5589999999999999,227.254,0.994,0,0.989,7,0.392,-5.25,1,0,0.354,149.998,0.0412,'Carnage & Cluster'Noi_sj-04 - 2018 Remaster
You're the One - 2018,'John Voss',2020,0.00088,0.455,223.182,0.636,0,2.1e-06,2,0.117,-7.971,1,0,0.0319,132.107,0.773,'John Voss'You're the One - 2018
Distorted Sentience - 2018 Remaster,'Carnage & Cluster',2020,0.00461,0.499,265.408,0.998,0,0.06,7,0.224,-2.567,1,0,0.322,126.018,0.029,'Carnage & Cluster'Distorted Sentience - 2018 Remaster
For Beauty's Sake - 2018,'John Voss',2020,0.00123,0.419,222.857,0.735,0,0.0005480000000000001,4,0.297,-7.9460000000000015,1,0,0.0551,90.072,0.541,'John Voss'For Beauty's Sake - 2018
Oppressed Masses - 2018 Remaster,'Carnage & Cluster',2020,0.000229,0.6,264.673,1.0,0,0.903,7,0.128,-3.489,1,0,0.1,146.023,0.332,'Carnage & Cluster'Oppressed Masses - 2018 Remaster
Waiting for You - 2018,'John Voss',2020,0.0008230000000000001,0.493,280.814,0.561,0,0.038,7,0.18,-9.237,1,0,0.033,109.998,0.381,'John Voss'Waiting for You - 2018
Marching Out - 2018 Remaster,'Carnage & Cluster',2020,0.021,0.6729999999999999,239.953,0.995,0,0.89,11,0.738,-3.381,1,0,0.29600000000000004,116.072,0.031,'Carnage & Cluster'Marching Out - 2018 Remaster
Reunion after a Couple of Years,'Jazz Band Soft Rec 2019',2020,0.953,0.6920000000000001,214.798,0.215,0,0.5,1,0.0894,-18.027,0,0,0.0417,92.502,0.838,'Jazz Band Soft Rec 2019'Reunion after a Couple of Years
Dark Water - Rework 2019,'Sopik',2020,0.014,0.7340000000000001,410.654,0.659,0,0.8009999999999999,5,0.0828,-7.157,0,0,0.0488,128.004,0.153,'Sopik'Dark Water - Rework 2019
Reunion after a Couple of Years,'Jazz Band Soft Rec 2019',2020,0.953,0.6920000000000001,214.798,0.215,0,0.5,1,0.0894,-18.027,0,0,0.0417,92.502,0.838,'Jazz Band Soft Rec 2019'Reunion after a Couple of Years
Reunion after a Couple of Years,'Jazz Band Soft Rec 2019',2020,0.953,0.6920000000000001,214.798,0.215,0,0.5,1,0.0894,-18.027,0,0,0.0417,92.502,0.838,'Jazz Band Soft Rec 2019'Reunion after a Couple of Years
Sweet Freedom - Live 2019,'The Kelly Family',2020,0.375,0.222,242.947,0.45,0,0.0,7,0.96,-7.615,1,18,0.0329,135.487,0.156,'The Kelly Family'Sweet Freedom - Live 2019
Good Neighbor - Live 2019,'The Kelly Family',2020,0.0172,0.462,185.44,0.759,0,0.0,5,0.955,-6.851,1,16,0.0341,97.127,0.565,'The Kelly Family'Good Neighbor - Live 2019
The Wolf - Live 2019,'The Kelly Family',2020,0.00055,0.28,419.227,0.899,0,9.34e-05,2,0.985,-6.477,1,18,0.0539,157.627,0.196,'The Kelly Family'The Wolf - Live 2019
Fathers Nose - Live 2019,'The Kelly Family',2020,0.119,0.43,193.173,0.835,0,0.0,11,0.976,-6.066,0,20,0.0737,148.014,0.6559999999999999,'The Kelly Family'Fathers Nose - Live 2019
Party Girl,'StaySolidRocky',2020,0.747,0.73,147.8,0.439,0,0.0,6,0.0988,-9.864,0,76,0.0609,130.09,0.615,'StaySolidRocky'Party Girl
Take Me Back,'Roger Shah',2020,0.0031,0.426,219.13,0.926,0,0.465,4,0.168,-5.363,1,25,0.0351,137.97299999999998,0.101,'Roger Shah'Take Me Back
TKN (feat. Travis Scott),'ROSALÍA',2020,0.192,0.7759999999999999,129.371,0.509,0,1.49e-06,0,0.115,-6.266,0,81,0.467,94.634,0.485,'ROSALÍA'TKN (feat. Travis Scott)
Dancing In The Dark with Christian Burns - Alex M.O.R.P.H. Remix,'Roman Messer',2020,0.000292,0.45,236.531,0.981,0,0.203,10,0.311,-4.729,1,25,0.0469,138.0,0.379,'Roman Messer'Dancing In The Dark with Christian Burns - Alex M.O.R.P.H. Remix
TRELLAS,'Bad Bunny',2020,0.2,0.43,157.673,0.412,0,0.0,2,0.324,-5.372000000000001,1,78,0.0281,90.872,0.0508,'Bad Bunny'TRELLAS
Loneliest Time Of Year,'Mabel',2020,0.0678,0.552,202.613,0.606,0,0.0,7,0.113,-5.655,1,16,0.0263,92.009,0.252,'Mabel'Loneliest Time Of Year
Graveyard,'Halsey',2020,0.231,0.667,181.806,0.583,0,4.48e-05,11,0.181,-5.127000000000002,0,75,0.0747,92.043,0.187,'Halsey'Graveyard
I Need Your Lovin' (Like The Sunshine),'Jorn Van Deynhoven',2020,0.00025,0.438,235.187,0.961,0,0.212,2,0.368,-6.598,0,25,0.0599,138.001,0.163,'Jorn Van Deynhoven'I Need Your Lovin' (Like The Sunshine)
r u ok,'Tate McRae',2020,0.318,0.6659999999999999,185.85,0.593,1,0.0,2,0.414,-5.905,1,78,0.0373,140.013,0.329,'Tate McRae'r u ok
I Need You To Know,'Armin van Buuren',2020,0.0221,0.442,180.0,0.7390000000000001,0,0.0,4,0.561,-5.341,1,24,0.0502,127.749,0.156,'Armin van Buuren'I Need You To Know
drunk face,'Machine Gun Kelly',2020,0.0282,0.691,143.901,0.77,1,0.0,7,0.4970000000000001,-4.578,0,74,0.0367,90.024,0.344,'Machine Gun Kelly'drunk face
We Are The World,'ReOrder',2020,0.00292,0.534,208.311,0.936,0,0.012,0,0.109,-4.615,1,26,0.0421,138.025,0.0399,'ReOrder'We Are The World
Champagne Night - From Songland,'Lady A',2020,0.0272,0.523,185.07,0.927,0,5.98e-06,4,0.168,-2.7960000000000003,1,70,0.0489,149.929,0.939,'Lady A'Champagne Night - From Songland
The Death of the Cog (Remastered 2020),'The Cog is Dead',2020,0.25,0.333,158.25,0.561,0,0.0,0,0.134,-6.5139999999999985,0,14,0.0335,172.19299999999996,0.626,'The Cog is Dead'The Death of the Cog (Remastered 2020)
Yikes,'Nicki Minaj',2020,0.0409,0.911,156.882,0.637,1,3.68e-05,8,0.238,-8.381,1,73,0.447,149.996,0.66,'Nicki Minaj'Yikes
Lailonie - Mixed,'Marsh',2020,0.0774,0.73,337.563,0.953,0,0.838,2,0.123,-6.13,1,20,0.0441,122.047,0.182,'Marsh'Lailonie - Mixed
"FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX",'Travis Scott',2020,0.0056,0.8590000000000001,207.394,0.77,1,0.0,8,0.0731,-5.358,0,74,0.345,155.025,0.348,"'Travis Scott'FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX"
Water - Mixed,'Elysian',2020,0.000177,0.62,251.077,0.892,0,0.528,7,0.0856,-6.584,0,19,0.0362,130.001,0.08900000000000001,'Elysian'Water - Mixed
Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],'Internet Money',2020,0.168,0.8320000000000001,181.496,0.5489999999999999,1,0.0,1,0.11,-8.259,0,75,0.0602,140.045,0.384,'Internet Money'Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix]
Colours - Mixed,'Mat Zo',2020,0.0172,0.6779999999999999,368.64,0.857,0,0.000343,1,0.297,-5.925,1,19,0.0653,124.995,0.166,'Mat Zo'Colours - Mixed
Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),'Lil Yachty',2020,0.17,0.836,206.702,0.617,1,0.0,0,0.319,-4.363,1,73,0.0534,138.066,0.866,'Lil Yachty'Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)
Blue Monday - Mixed,'Above & Beyond',2020,0.0024,0.66,295.385,0.9,0,0.376,7,0.32,-4.479,1,19,0.038,130.002,0.32,'Above & Beyond'Blue Monday - Mixed
I Love Me,'Demi Lovato',2020,0.0026100000000000003,0.664,203.672,0.561,1,0.0,6,0.0764,-7.0310000000000015,1,75,0.0495,150.093,0.713,'Demi Lovato'I Love Me
Under The Mistletoe,'Kelly Clarkson',2020,0.0168,0.4370000000000001,225.688,0.802,0,0.0,2,0.086,-5.063,1,74,0.111,178.137,0.7040000000000001,'Kelly Clarkson'Under The Mistletoe
All That I Can - Mixed,'ALPHA 9',2020,0.0012,0.483,228.332,0.993,0,0.000679,9,0.898,-3.788,0,18,0.0378,126.002,0.706,'ALPHA 9'All That I Can - Mixed
"Baby, I'm Jealous (feat. Doja Cat)",'Bebe Rexha',2020,0.0398,0.737,175.873,0.867,0,0.0,11,0.32,-2.259,0,78,0.0458,98.05,0.506,"'Bebe Rexha'Baby, I'm Jealous (feat. Doja Cat)"
Clones - 2020 - Remaster,'Ash',2020,8.28e-06,0.486,240.413,0.926,0,0.654,10,0.364,-6.0139999999999985,0,15,0.122,114.37,0.343,'Ash'Clones - 2020 - Remaster
Nah Nah Nah (feat. DaBaby & 2 Chainz) - Remix,'Kanye West',2020,0.00494,0.733,191.353,0.743,0,0.0,2,0.261,-5.045,1,73,0.371,150.024,0.623,'Kanye West'Nah Nah Nah (feat. DaBaby & 2 Chainz) - Remix
In The Party,'Flo Milli',2020,0.0096,0.919,137.362,0.609,1,0.0,9,0.124,-5.059,1,72,0.262,134.99200000000002,0.418,'Flo Milli'In The Party
Level of Concern,'Twenty One Pilots',2020,0.32,0.754,220.051,0.583,0,0.00015,4,0.14400000000000002,-7.34,0,76,0.0432,122.012,0.77,'Twenty One Pilots'Level of Concern
Cozy Fire,'xander.',2020,0.263,0.516,214.375,0.241,0,0.715,11,0.277,-15.707,1,16,0.0622,131.32299999999998,0.256,'xander.'Cozy Fire
illicit affairs,'Taylor Swift',2020,0.8809999999999999,0.5589999999999999,190.898,0.31,0,0.0,10,0.106,-10.445,1,73,0.0338,119.845,0.46,'Taylor Swift'illicit affairs
Ever Forward,'dryhope',2020,0.494,0.76,161.971,0.19,0,0.885,0,0.0512,-12.327,1,16,0.208,85.96799999999998,0.35200000000000004,'dryhope'Ever Forward
That Way,'Lil Uzi Vert',2020,0.0582,0.7190000000000001,212.354,0.611,1,0.0,7,0.155,-5.01,0,71,0.0403,129.96200000000002,0.489,'Lil Uzi Vert'That Way
