name,artist,year,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,valence,artists+name
willow,'Taylor Swift',2020,0.835,0.392,214.707,0.579,0,0.00179,7,0.145,-9.195,1,81,0.16399999999999998,80.961,0.5489999999999999,'Taylor Swift'willow
A State Of Trance (ASOT 997) - ASOT Year Mix 2020 Outro,'Armin van Buuren',2020,0.095,0.342,45.622,0.627,0,0.0,10,0.14300000000000002,-11.625,1,31,0.335,211.749,0.159,'Armin van Buuren'A State Of Trance (ASOT 997) - ASOT Year Mix 2020 Outro
Die Very Rough,'Mario Judah',2020,0.00255,0.72,91.171,0.74,1,2.55e-06,1,0.303,-3.815,1,79,0.0646,157.953,0.172,'Mario Judah'Die Very Rough
CHANDELIER,'AB6IX',2020,0.0659,0.7440000000000001,196.759,0.897,0,0.0,1,0.225,-4.378,1,39,0.121,124.976,0.721,'AB6IX'CHANDELIER
Prisoner (feat. Dua Lipa),'Miley Cyrus',2020,0.0103,0.7809999999999999,169.333,0.67,0,0.0,3,0.0761,-3.912,0,84,0.0452,127.99,0.595,'Miley Cyrus'Prisoner (feat. Dua Lipa)
A State Of Trance (ASOT 996) - Armin's Highlight Of The Year,'Armin van Buuren',2020,0.00289,0.49,37.37,0.643,0,5.33e-05,7,0.219,-7.272,1,32,0.0682,125.421,0.92,'Armin van Buuren'A State Of Trance (ASOT 996) - Armin's Highlight Of The Year
Titanic,'Juice WRLD',2020,0.168,0.5670000000000001,176.65,0.545,1,0.0,1,0.112,-6.6679999999999975,0,76,0.0448,174.146,0.234,'Juice WRLD'Titanic
A State Of Trance (ASOT 994) - A State Of Trance Year Mix 2020 Contest,'Armin van Buuren',2020,0.0345,0.607,32.88,0.742,0,0.0,1,0.763,-7.566,1,30,0.303,130.064,0.769,'Armin van Buuren'A State Of Trance (ASOT 994) - A State Of Trance Year Mix 2020 Contest
Costa Rica (feat. The Kid LAROI) - Remix,'Bankrol Hayden',2020,0.165,0.89,114.865,0.53,1,0.0,9,0.106,-9.891,1,78,0.362,127.889,0.644,'Bankrol Hayden'Costa Rica (feat. The Kid LAROI) - Remix
Mateluna 2020,'Atomic Pulse',2020,0.0218,0.5579999999999999,443.586,0.96,0,0.875,6,0.6559999999999999,-8.103,1,25,0.059,145.025,0.309,'Atomic Pulse'Mateluna 2020
Josslyn,"""Olivia O'Brien""",2020,0.012,0.425,189.125,0.743,1,0.0,11,0.7090000000000001,-5.54,0,77,0.14800000000000002,84.74799999999998,0.344,"""Olivia O'Brien""Josslyn"
400 Years,'Buju Banton',2020,0.0678,0.565,248.344,0.6920000000000001,0,0.0,10,0.3670000000000001,-5.742000000000001,0,24,0.197,174.18900000000005,0.884,'Buju Banton'400 Years
Paparazzi,'Kim Dracula',2020,0.0739,0.677,192.358,0.685,1,0.0,4,0.107,-5.643,0,80,0.0505,91.008,0.177,'Kim Dracula'Paparazzi
The Blackest Years - 2020 Remaster,'The Distillers',2020,0.0008320000000000001,0.142,450.297,0.752,0,2.22e-06,7,0.306,-2.133,1,23,0.0778,160.938,0.203,'The Distillers'The Blackest Years - 2020 Remaster
Potential Breakup Song,'Aly & AJ',2020,0.000469,0.5539999999999999,218.333,0.899,1,0.000365,6,0.0867,-4.149,0,74,0.0385,157.995,0.556,'Aly & AJ'Potential Breakup Song
A State Of Trance (ASOT 996) - Last Show Of The Year,'Armin van Buuren',2020,0.14400000000000002,0.639,34.76,0.737,0,0.0,11,0.378,-7.332000000000002,0,31,0.322,134.80100000000002,0.926,'Armin van Buuren'A State Of Trance (ASOT 996) - Last Show Of The Year
Me and My Guitar,'A Boogie Wit da Hoodie',2020,0.473,0.644,161.765,0.5870000000000001,1,0.0,7,0.0759,-6.7360000000000015,0,76,0.353,173.972,0.68,'A Boogie Wit da Hoodie'Me and My Guitar
DJ's Party on Sunset Boulevard Living the Hollywood Life (Electronic Dance Music Festival Hits Remix),'Greg Sletteland',2020,0.000152,0.605,209.971,0.906,0,0.409,7,0.14,-8.093,0,24,0.0459,128.003,0.184,'Greg Sletteland'DJ's Party on Sunset Boulevard Living the Hollywood Life (Electronic Dance Music Festival Hits Remix)
Take It To Trial (feat. Yak Gotti),'Young Stoner Life',2020,0.00225,0.8909999999999999,170.267,0.552,1,2.18e-06,1,0.162,-6.877000000000002,1,76,0.223,135.976,0.455,'Young Stoner Life'Take It To Trial (feat. Yak Gotti)
NY Lipps - Dries Van Noten 2020 Remix,'Soulwax',2020,0.00195,0.7809999999999999,842.311,0.713,0,0.502,10,0.0857,-9.408,0,32,0.0531,129.993,0.0957,'Soulwax'NY Lipps - Dries Van Noten 2020 Remix
Broken,'Lund',2020,0.0563,0.83,200.673,0.583,1,0.0005,0,0.109,-2.052,1,78,0.0412,134.0,0.146,'Lund'Broken
"More Love, Techno, & Rave DJ (Amsterdam Electronic Dance Music Festival Hits Radio Version)",'Greg Sletteland',2020,0.0177,0.489,230.4,0.873,0,0.556,6,0.0451,-11.054,1,24,0.0432,124.965,0.71,"'Greg Sletteland'More Love, Techno, & Rave DJ (Amsterdam Electronic Dance Music Festival Hits Radio Version)"
safety net (feat. Ty Dolla $ign),'Ariana Grande',2020,0.0703,0.552,208.457,0.599,0,0.0,1,0.0986,-5.75,0,78,0.0404,161.884,0.0916,'Ariana Grande'safety net (feat. Ty Dolla $ign)
Feeling It Feel It DJ (Jakarta Electronic Dance Music Festival Hits Remix),'Greg Sletteland',2020,0.325,0.737,263.226,0.778,0,0.807,8,0.0942,-12.257,1,24,0.0379,123.996,0.403,'Greg Sletteland'Feeling It Feel It DJ (Jakarta Electronic Dance Music Festival Hits Remix)
One Too Many,'Keith Urban',2020,0.247,0.6970000000000001,203.893,0.535,0,0.0,4,0.569,-6.504,1,78,0.068,82.959,0.594,'Keith Urban'One Too Many
Reach in the Sky DJ (Favorite Progressive House EDM Crossfit Workout Hits DJ Club Remix),'Greg Sletteland',2020,1.75e-05,0.53,225.0,0.912,0,0.979,6,0.114,-8.685,0,24,0.04,128.067,0.96,'Greg Sletteland'Reach in the Sky DJ (Favorite Progressive House EDM Crossfit Workout Hits DJ Club Remix)
Intentions,'Justin Bieber',2020,0.317,0.8109999999999999,212.869,0.5529999999999999,0,0.0,9,0.105,-6.644,1,80,0.0552,148.014,0.86,'Justin Bieber'Intentions
Drop the Bass DJ (Melbourne Bounce Shuffle Cutting Shapes Hits Remix),'Greg Sletteland',2020,0.0174,0.802,181.417,0.617,0,0.94,10,0.0732,-10.619000000000002,1,24,0.111,127.0,0.569,'Greg Sletteland'Drop the Bass DJ (Melbourne Bounce Shuffle Cutting Shapes Hits Remix)
Emotionally Scarred,'Lil Baby',2020,0.0286,0.585,197.53,0.6409999999999999,1,0.0,6,0.316,-4.269,0,75,0.133,88.28399999999998,0.266,'Lil Baby'Emotionally Scarred
The Sign (NYC Deep House Party Crossfit Workout Hits DJ Club Remix),'Greg Sletteland',2020,0.00013000000000000002,0.7070000000000001,204.59,0.557,0,0.858,0,0.27,-9.824,1,24,0.0408,121.997,0.616,'Greg Sletteland'The Sign (NYC Deep House Party Crossfit Workout Hits DJ Club Remix)
TELL ME WHY,'The Kid LAROI',2020,0.109,0.6,195.268,0.723,1,0.0,6,0.16699999999999998,-4.928,0,76,0.158,149.881,0.463,'The Kid LAROI'TELL ME WHY
Gravity Pulls Us Together Djs (Usa Deep House Party Crossfit Workout Hits DJ Club Remix),'Greg Sletteland',2020,0.0103,0.716,245.76,0.825,0,0.88,1,0.121,-12.319,0,24,0.043,124.95,0.475,'Greg Sletteland'Gravity Pulls Us Together Djs (Usa Deep House Party Crossfit Workout Hits DJ Club Remix)
Captain Hook,'Megan Thee Stallion',2020,0.0118,0.863,176.75,0.633,1,0.0,10,0.285,-5.002,0,75,0.287,163.991,0.545,'Megan Thee Stallion'Captain Hook
Tell Me You Want Me DJ (Ktown Electronic Dance Music Festival DJ Hits Remix),'Greg Sletteland',2020,2.01e-06,0.769,165.0,0.82,0,0.894,2,0.0707,-7.942,1,24,0.0557,127.991,0.398,'Greg Sletteland'Tell Me You Want Me DJ (Ktown Electronic Dance Music Festival DJ Hits Remix)
white tee,'Lil Peep',2020,0.293,0.7979999999999999,132.227,0.528,1,1e-06,11,0.0727,-8.908,1,77,0.042,149.995,0.728,'Lil Peep'white tee
Welcome to Los Angeles (Electronic Dance Music Festival DJ Hits Remix),'Greg Sletteland',2020,0.000851,0.6459999999999999,270.742,0.716,0,0.757,1,0.179,-11.665,1,24,0.0282,124.008,0.53,'Greg Sletteland'Welcome to Los Angeles (Electronic Dance Music Festival DJ Hits Remix)
Savage,'Megan Thee Stallion',2020,0.0252,0.843,155.497,0.741,1,0.0,11,0.096,-5.609,1,79,0.334,168.983,0.68,'Megan Thee Stallion'Savage
After Party DJ (UK Progressive Trance Edm Gym Workout Hits Remix),'Greg Sletteland',2020,0.000202,0.541,166.957,0.953,0,0.899,0,0.184,-8.749,1,24,0.0487,138.079,0.293,'Greg Sletteland'After Party DJ (UK Progressive Trance Edm Gym Workout Hits Remix)
"Ay, DiOs Mío!",'KAROL G',2020,0.512,0.718,189.653,0.7120000000000001,0,0.00121,11,0.104,-4.3660000000000005,1,88,0.174,180.03400000000005,0.531,"'KAROL G'Ay, DiOs Mío!"
Rise Together DJ (Las Vegas Electronic Dance Music Festival Edm Hits Radio Version),'Greg Sletteland',2020,3.84e-05,0.621,166.88,0.792,0,0.9,5,0.133,-6.935,1,24,0.0246,127.977,0.34700000000000003,'Greg Sletteland'Rise Together DJ (Las Vegas Electronic Dance Music Festival Edm Hits Radio Version)
Mad at Disney,'salem ilese',2020,0.424,0.738,136.839,0.621,0,7.39e-06,0,0.6920000000000001,-7.313,1,83,0.0486,113.968,0.715,'salem ilese'Mad at Disney
Take Me Higher to Tomorrowland DJ (Electronic Dance Music Festival EDM Hits Club Remix),'Greg Sletteland',2020,0.00851,0.496,193.043,0.932,0,0.0525,7,0.267,-4.9430000000000005,1,24,0.0316,137.985,0.132,'Greg Sletteland'Take Me Higher to Tomorrowland DJ (Electronic Dance Music Festival EDM Hits Club Remix)
New N3on,'Playboi Carti',2020,0.0631,0.888,116.361,0.833,1,0.0,6,0.106,-6.546,0,75,0.0737,130.054,0.948,'Playboi Carti'New N3on
Exchange of Love (Los Angeles Late Night Dance Party EDM DJ Hits Club Remix),'Greg Sletteland',2020,0.00428,0.495,139.13,0.897,0,0.107,2,0.183,-9.011,0,24,0.0354,137.999,0.314,'Greg Sletteland'Exchange of Love (Los Angeles Late Night Dance Party EDM DJ Hits Club Remix)
Moon & Stars (feat. Maggie Lindemann),'$NOT',2020,0.606,0.713,187.587,0.47,1,1.35e-05,9,0.306,-8.698,1,76,0.0864,84.51799999999999,0.0825,'$NOT'Moon & Stars (feat. Maggie Lindemann)
A State Of Trance (ASOT 997) - Intro,'Armin van Buuren',2020,0.0007099999999999999,0.241,45.297,0.88,0,0.000139,1,0.528,-6.867000000000001,1,35,0.211,138.286,0.565,'Armin van Buuren'A State Of Trance (ASOT 997) - Intro
Glock In My Lap,'21 Savage',2020,0.00574,0.847,193.591,0.733,1,1.04e-05,10,0.151,-6.439,0,75,0.16,130.029,0.202,'21 Savage'Glock In My Lap
A State Of Trance (ASOT 996) - Tune Of The Year Top 10,'Armin van Buuren',2020,0.0689,0.591,31.4,0.625,0,0.0,0,0.672,-7.557,1,30,0.308,107.444,0.625,'Armin van Buuren'A State Of Trance (ASOT 996) - Tune Of The Year Top 10
Violent,'carolesdaughter',2020,0.331,0.797,135.878,0.755,0,2.26e-06,2,0.124,-5.393,1,79,0.0293,129.955,0.411,'carolesdaughter'Violent
At That Point In Time - Mixed,'Liam Wilson',2020,0.0007030000000000001,0.405,271.134,0.956,0,0.71,6,0.371,-9.464,1,33,0.045,141.547,0.227,'Liam Wilson'At That Point In Time - Mixed
ILoveUIHateU,'Playboi Carti',2020,0.00534,0.684,135.122,0.693,1,0.0,4,0.506,-6.651,0,75,0.0339,134.988,0.108,'Playboi Carti'ILoveUIHateU
Nothing Lasts (Mixed) - Progressive Mix,'Aurosonic',2020,0.00177,0.5489999999999999,405.987,0.963,0,0.199,5,0.384,-4.4110000000000005,1,34,0.056,124.372,0.172,'Aurosonic'Nothing Lasts (Mixed) - Progressive Mix
WRONG (feat. Lil Mosey),'The Kid LAROI',2020,0.038,0.389,183.567,0.768,1,0.0,1,0.119,-4.765,1,78,0.256,90.146,0.334,'The Kid LAROI'WRONG (feat. Lil Mosey)
A State Of Trance (ASOT 996) - Special Video Year Mix,'Armin van Buuren',2020,0.207,0.685,35.9,0.698,0,0.0,4,0.785,-7.145,0,30,0.175,92.377,0.7829999999999999,'Armin van Buuren'A State Of Trance (ASOT 996) - Special Video Year Mix
off the table (with The Weeknd),'Ariana Grande',2020,0.519,0.411,239.949,0.522,0,0.0,0,0.398,-7.295,1,77,0.0981,88.33200000000002,0.382,'Ariana Grande'off the table (with The Weeknd)
I Have a Dream (Deep House Dance Party Remix),'Greg Sletteland',2020,0.0119,0.809,141.64,0.8690000000000001,0,0.8370000000000001,7,0.0913,-7.856,1,24,0.0509,122.01,0.971,'Greg Sletteland'I Have a Dream (Deep House Dance Party Remix)
HOY COBRÉ,'Bad Bunny',2020,0.0464,0.86,162.151,0.725,1,9.1e-05,11,0.0994,-6.7,1,81,0.249,145.001,0.375,'Bad Bunny'HOY COBRÉ
Can't Stop This Feeling (Deep House Dance Party Remix),'Greg Sletteland',2020,0.00839,0.637,185.803,0.581,0,0.0777,8,0.114,-10.073,0,24,0.0553,123.912,0.488,'Greg Sletteland'Can't Stop This Feeling (Deep House Dance Party Remix)
What’s Your Country Song,'Thomas Rhett',2020,0.000532,0.355,170.373,0.706,0,0.0,5,0.264,-6.164,1,74,0.0309,174.005,0.523,'Thomas Rhett'What’s Your Country Song
Light It Up (Chill Electronic Music Remix),'Greg Sletteland',2020,0.00012,0.769,193.548,0.818,0,0.888,7,0.153,-9.66,1,24,0.0526,124.006,0.49,'Greg Sletteland'Light It Up (Chill Electronic Music Remix)
Break My Heart,'Dua Lipa',2020,0.16699999999999998,0.73,221.82,0.7290000000000001,0,1.39e-06,4,0.349,-3.434,0,85,0.0883,113.013,0.467,'Dua Lipa'Break My Heart
Oh Baby Baby (Electronic Dance Party Remix),'Greg Sletteland',2020,0.000427,0.802,219.257,0.703,0,0.182,1,0.0878,-10.408,1,24,0.0412,116.007,0.885,'Greg Sletteland'Oh Baby Baby (Electronic Dance Party Remix)
Rags2Riches (feat. ATR Son Son),'Rod Wave',2020,0.294,0.904,167.184,0.252,1,0.0,5,0.104,-17.54,0,75,0.11,117.994,0.227,'Rod Wave'Rags2Riches (feat. ATR Son Son)
Feel Love in the Music (Chill Electronic Music Remix),'Greg Sletteland',2020,0.27,0.853,185.805,0.381,0,0.95,7,0.108,-11.549,1,24,0.0552,123.994,0.28800000000000003,'Greg Sletteland'Feel Love in the Music (Chill Electronic Music Remix)
Don't Start Now,'Dua Lipa',2020,0.0123,0.7929999999999999,183.29,0.7929999999999999,0,0.0,11,0.0951,-4.521,0,85,0.083,123.95,0.679,'Dua Lipa'Don't Start Now
"A State Of Trance (ASOT 996) - Tune Of The Year 2019 Top 3, Pt. 2",'Armin van Buuren',2020,0.00499,0.397,36.5,0.638,0,0.0,2,0.364,-7.256,1,30,0.17600000000000002,134.284,0.677,"'Armin van Buuren'A State Of Trance (ASOT 996) - Tune Of The Year 2019 Top 3, Pt. 2"
Tommy Lee (feat. Post Malone),'Tyla Yaweh',2020,0.218,0.457,224.638,0.621,1,0.0,10,0.0944,-5.922999999999999,1,78,0.138,85.359,0.634,'Tyla Yaweh'Tommy Lee (feat. Post Malone)
Can We Take This to the Next Level (Fitness Workout Music Remix),'Greg Sletteland',2020,0.151,0.636,187.51,0.752,0,0.604,2,0.0934,-9.619,1,24,0.0409,128.02200000000002,0.847,'Greg Sletteland'Can We Take This to the Next Level (Fitness Workout Music Remix)
La Santa,'Bad Bunny',2020,0.0326,0.7440000000000001,206.42,0.868,1,0.0,1,0.0822,-4.524,1,82,0.047,93.037,0.586,'Bad Bunny'La Santa
One More Time Hands up Hollywood (Electronic Dance Party Remix),'Greg Sletteland',2020,0.000332,0.69,254.977,0.711,0,0.0889,4,0.109,-10.146,0,24,0.0406,128.002,0.373,'Greg Sletteland'One More Time Hands up Hollywood (Electronic Dance Party Remix)
Fuck The World (Summer in London),'Brent Faiyaz',2020,0.873,0.679,236.704,0.281,1,0.00335,3,0.215,-15.505999999999998,0,75,0.184,74.99600000000002,0.234,'Brent Faiyaz'Fuck The World (Summer in London)
Lose My Defenses (Yoga & Pilates Chill Electronic Music Remix),'Greg Sletteland',2020,0.0875,0.7070000000000001,185.807,0.426,0,0.935,3,0.109,-13.768,0,24,0.0384,124.018,0.665,'Greg Sletteland'Lose My Defenses (Yoga & Pilates Chill Electronic Music Remix)
Blastoff (feat. Juice Wrld & Trippie Redd),'Internet Money',2020,0.114,0.7609999999999999,174.73,0.517,1,0.0,5,0.157,-6.916,1,76,0.0927,147.912,0.46,'Internet Money'Blastoff (feat. Juice Wrld & Trippie Redd)
Follow Me (Chill Electronic Music Remix),'Greg Sletteland',2020,0.0349,0.7390000000000001,216.774,0.6579999999999999,0,0.852,7,0.111,-11.04,1,24,0.0362,124.033,0.344,'Greg Sletteland'Follow Me (Chill Electronic Music Remix)
pov,'Ariana Grande',2020,0.36,0.474,201.882,0.5329999999999999,0,0.0,0,0.101,-5.648,0,78,0.0559,131.762,0.165,'Ariana Grande'pov
I Just Want You Baby (Chill Electronic Music Remix),'Greg Sletteland',2020,0.403,0.738,201.295,0.888,0,0.926,10,0.0944,-8.254,0,24,0.0342,124.058,0.918,'Greg Sletteland'I Just Want You Baby (Chill Electronic Music Remix)
La Difícil,'Bad Bunny',2020,0.0861,0.685,163.084,0.848,1,7.14e-06,8,0.0783,-4.561,0,81,0.0858,179.87,0.7609999999999999,'Bad Bunny'La Difícil
Thinking About You (Chill Deep House Remix),'Greg Sletteland',2020,0.0573,0.644,205.724,0.983,0,0.913,6,0.0882,-9.058,0,24,0.0385,124.999,0.655,'Greg Sletteland'Thinking About You (Chill Deep House Remix)
august,'Taylor Swift',2020,0.5379999999999999,0.532,261.923,0.623,0,7.28e-05,5,0.0925,-9.208,1,77,0.0331,89.93700000000004,0.403,'Taylor Swift'august
All My Life (Chill Electronic Music Remix),'Greg Sletteland',2020,0.0868,0.648,240.004,0.774,0,0.41,7,0.309,-7.61,0,24,0.033,127.977,0.732,'Greg Sletteland'All My Life (Chill Electronic Music Remix)
Backyard Boy,'Claire Rosinkranz',2020,0.32299999999999995,0.8170000000000001,129.241,0.635,0,0.0,5,0.0738,-7.246,1,79,0.163,138.015,0.454,'Claire Rosinkranz'Backyard Boy
Baby You're One of a Kind (Chill Electronic Music Remix),'Greg Sletteland',2020,4.71e-05,0.728,230.221,0.589,0,0.56,7,0.0627,-11.947,1,24,0.0463,125.023,0.637,'Greg Sletteland'Baby You're One of a Kind (Chill Electronic Music Remix)
You Should Probably Leave,'Chris Stapleton',2020,0.268,0.602,213.493,0.477,0,3.1e-05,9,0.173,-8.425,1,74,0.032,183.89,0.552,'Chris Stapleton'You Should Probably Leave
I Can Feel the Love from You (Deep House Dance Party Remix),'Greg Sletteland',2020,0.00695,0.753,188.864,0.913,0,0.197,3,0.14400000000000002,-7.479,0,24,0.0333,121.97,0.951,'Greg Sletteland'I Can Feel the Love from You (Deep House Dance Party Remix)
Dive,'Kid Cudi',2020,0.67,0.64,148.707,0.621,1,0.0,9,0.36,-8.269,0,74,0.0679,123.105,0.332,'Kid Cudi'Dive
Paradise Like Islands in the Sky (Deep House Dance Party Remix),'Greg Sletteland',2020,0.00639,0.8320000000000001,185.806,0.55,0,0.25,9,0.108,-10.166,1,24,0.171,124.019,0.546,'Greg Sletteland'Paradise Like Islands in the Sky (Deep House Dance Party Remix)
Heart Of Glass (Live from the iHeart Festival),'Miley Cyrus',2020,0.000335,0.58,213.672,0.908,0,4.84e-05,4,0.087,-5.303,1,79,0.0341,115.016,0.4270000000000001,'Miley Cyrus'Heart Of Glass (Live from the iHeart Festival)
Two Hearts All In (Deep House Dance Party Remix),'Greg Sletteland',2020,0.0008560000000000001,0.81,208.001,0.6890000000000001,0,0.924,4,0.154,-9.962,0,24,0.0618,119.983,0.43,'Greg Sletteland'Two Hearts All In (Deep House Dance Party Remix)
Know Your Worth,'Khalid',2020,0.145,0.79,181.436,0.6940000000000001,0,0.00252,9,0.281,-7.726,0,80,0.0708,103.007,0.508,'Khalid'Know Your Worth
Let's Play (Deep House Dance Party Remix),'Greg Sletteland',2020,0.125,0.748,185.799,0.564,0,0.882,10,0.102,-12.203,0,24,0.0527,124.005,0.421,'Greg Sletteland'Let's Play (Deep House Dance Party Remix)
Without You,'Luke Combs',2020,0.307,0.522,224.987,0.659,0,0.0,6,0.102,-6.016,1,73,0.0304,141.996,0.355,'Luke Combs'Without You
The DJ Played My Favorite Song (Deep House Dance Party Remix),'Greg Sletteland',2020,0.194,0.802,232.257,0.7809999999999999,0,0.898,2,0.0971,-12.706,1,24,0.0482,123.995,0.961,'Greg Sletteland'The DJ Played My Favorite Song (Deep House Dance Party Remix)
BEST INTEREST,'Tyler,2020,0.0861,0.596,127.921,0.575,1,0.000153,11,0.334,-8.325,0,76,0.0514,98.265,0.34,'TylerBEST INTEREST
My Body Is so into You (Deep House Dance Party Remix),'Greg Sletteland',2020,0.000225,0.615,216.774,0.921,0,0.823,10,0.125,-10.569,0,24,0.0403,124.009,0.519,'Greg Sletteland'My Body Is so into You (Deep House Dance Party Remix)
Single Saturday Night,'Cole Swindell',2020,0.118,0.623,187.684,0.79,0,0.0,7,0.226,-5.07,1,73,0.0473,81.949,0.6940000000000001,'Cole Swindell'Single Saturday Night
"A State Of Trance (ASOT 996) - Tune Of The Year 2019 Top 3, Pt. 1",'Armin van Buuren',2020,0.0236,0.542,33.8,0.794,0,0.0,7,0.14800000000000002,-6.4129999999999985,1,30,0.303,143.377,0.81,"'Armin van Buuren'A State Of Trance (ASOT 996) - Tune Of The Year 2019 Top 3, Pt. 1"
Una Locura,'Ozuna',2020,0.139,0.7140000000000001,230.693,0.7609999999999999,0,0.00035,5,0.241,-4.596,0,89,0.0427,168.02200000000005,0.906,'Ozuna'Una Locura
A State Of Trance (ASOT 993) - Pre-Order: A State Of Trance Year Mix 2020,'Armin van Buuren',2020,0.147,0.623,31.71,0.6829999999999999,0,0.0,11,0.627,-7.228,0,27,0.34,135.12,0.747,'Armin van Buuren'A State Of Trance (ASOT 993) - Pre-Order: A State Of Trance Year Mix 2020
Space Girl,'Frances Forever',2020,0.32,0.67,231.429,0.399,0,0.000126,9,0.38,-9.137,1,78,0.0306,125.981,0.211,'Frances Forever'Space Girl
Worst Year of My Life (2020),'Max Off Melrose',2020,0.191,0.7440000000000001,118.571,0.419,0,0.0,10,0.0722,-11.404000000000002,1,21,0.0492,126.092,0.478,'Max Off Melrose'Worst Year of My Life (2020)
Con Tus Besos,'Eslabon Armado',2020,0.335,0.6809999999999999,226.821,0.664,1,0.0,6,0.0418,-8.019,0,77,0.0353,102.166,0.861,'Eslabon Armado'Con Tus Besos
Famous Friends,'Chris Young',2020,0.0553,0.5329999999999999,165.569,0.855,0,0.0,6,0.335,-2.901,1,73,0.0356,102.017,0.64,'Chris Young'Famous Friends
Holding On,'iann dior',2020,0.0599,0.706,126.444,0.76,1,1.46e-06,8,0.202,-4.702,1,77,0.0369,95.499,0.564,'iann dior'Holding On
It's the Most Wonderful Time of the Year,'Christmas 2020 Hits',2020,0.703,0.48,149.682,0.501,0,0.000644,7,0.14800000000000002,-4.905,1,22,0.0271,101.594,0.667,'Christmas 2020 Hits'It's the Most Wonderful Time of the Year
Lose Somebody (Cardio + Running Workout Mix),'Workout Music ',2020,0.0217,0.618,222.0,0.5329999999999999,0,0.0,1,0.0811,-6.627999999999999,1,14,0.0718,159.967,0.889,'Workout Music 'Lose Somebody (Cardio + Running Workout Mix)
ily (i love you baby) Cardio + Running Workout Mix],'Workout Music ',2020,0.000264,0.759,236.364,0.502,0,0.0121,11,0.0648,-10.944,0,13,0.041,131.97,0.962,'Workout Music 'ily (i love you baby) Cardio + Running Workout Mix]
Full Shuffle,'Instrumental Jazz Music Ambient',2020,0.969,0.672,226.406,0.0626,0,0.94,8,0.114,-19.939,0,9,0.0484,140.907,0.6990000000000001,'Instrumental Jazz Music Ambient'Full Shuffle
Fine Selection,'Instrumental Jazz Music Ambient',2020,0.953,0.468,236.897,0.267,0,0.0697,1,0.129,-14.322,0,8,0.0799,135.606,0.777,'Instrumental Jazz Music Ambient'Fine Selection
Midnight Performance,'Instrumental Jazz Music Ambient',2020,0.67,0.7240000000000001,209.342,0.316,0,0.00807,0,0.07,-11.562,1,9,0.0486,76.273,0.737,'Instrumental Jazz Music Ambient'Midnight Performance
Blue Steps,'Instrumental Jazz Music Ambient',2020,0.846,0.7190000000000001,152.182,0.165,0,0.805,2,0.102,-19.352,0,8,0.293,164.90400000000002,0.715,'Instrumental Jazz Music Ambient'Blue Steps
Mellow Celebration,'Instrumental Jazz Music Ambient',2020,0.82,0.5820000000000001,225.39,0.263,0,0.711,5,0.145,-15.349,1,9,0.048,141.664,0.552,'Instrumental Jazz Music Ambient'Mellow Celebration
Cool Night,'Instrumental Jazz Music Ambient',2020,0.684,0.68,200.625,0.312,0,0.126,0,0.2,-11.827,1,10,0.0464,79.655,0.812,'Instrumental Jazz Music Ambient'Cool Night
Star Melody,'Instrumental Jazz Music Ambient',2020,0.812,0.722,219.603,0.171,0,0.727,1,0.284,-21.073,0,8,0.0504,75.047,0.706,'Instrumental Jazz Music Ambient'Star Melody
Shallow (Cardio + Running Workout Mix),'Workout Music ',2020,0.0661,0.551,243.379,0.909,0,0.203,7,0.0822,-5.394,1,10,0.0417,141.952,0.963,'Workout Music 'Shallow (Cardio + Running Workout Mix)
Circles (Cardio + Running Workout Mix),'Workout Music ',2020,0.000201,0.6409999999999999,225.103,0.7020000000000001,0,0.00505,0,0.0515,-6.057,1,11,0.16399999999999998,144.98,0.9,'Workout Music 'Circles (Cardio + Running Workout Mix)
Here With Me (Cardio + Running Workout Mix),'Workout Music ',2020,0.007659999999999998,0.81,211.928,0.609,0,0.00212,8,0.095,-5.8279999999999985,1,11,0.173,139.993,0.752,'Workout Music 'Here With Me (Cardio + Running Workout Mix)
Say So (Cardio + Running Workout Mix),'Workout Music ',2020,0.0126,0.7759999999999999,245.607,0.8140000000000001,0,0.006509999999999999,11,0.0498,-5.015,0,10,0.0872,145.011,0.975,'Workout Music 'Say So (Cardio + Running Workout Mix)
RITMO (Bad Boys For Life) [Cardio + Running Workout Mix],'Workout Music ',2020,0.0145,0.6809999999999999,250.133,0.833,0,0.0244,0,0.0642,-5.756,0,9,0.131,142.007,0.967,'Workout Music 'RITMO (Bad Boys For Life) [Cardio + Running Workout Mix]
Tusa (Cardio + Running Workout Mix),'Workout Music ',2020,0.0032,0.7390000000000001,241.684,0.879,0,0.0115,2,0.0793,-3.685,1,9,0.114,142.025,0.955,'Workout Music 'Tusa (Cardio + Running Workout Mix)
Hope For The New Year,'Blaque Trumpet',2020,0.73,0.748,120.02,0.279,0,0.943,1,0.0937,-18.016,0,10,0.0578,95.993,0.893,'Blaque Trumpet'Hope For The New Year
Sugar,'Maroon 5',2020,0.0747,0.7290000000000001,234.0,0.7859999999999999,1,0.0,1,0.0878,-6.348,1,20,0.0337,120.068,0.87,'Maroon 5'Sugar
Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),'Kid Cudi',2020,0.00957,0.721,373.627,0.687,1,0.0041,0,0.0462,-5.189,1,13,0.0554,128.013,0.619,'Kid Cudi'Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit)
