Country,Date,Song_Title,Artist,Streams,Rank
Global,2020-03-01,Blinding Lights,The Weeknd,"5,465,968",1
Global,2020-03-01,The Box,Roddy Ricch,"5,203,730",2
Global,2020-03-01,Dance Monkey,Tones And I,"5,100,257",3
Global,2020-03-01,Don't Start Now,Dua Lipa,"4,339,547",4
Global,2020-03-01,Ignorantes,"Bad Bunny, Sech","4,101,396",5
Global,2020-03-01,La Difícil,Bad Bunny,"4,007,264",6
Global,2020-03-01,Intentions (feat. Quavo),Justin Bieber,"3,749,540",7
Global,2020-03-01,Tusa,"KAROL G, Nicki Minaj","3,748,345",8
Global,2020-03-01,Si Veo a Tu Mamá,Bad Bunny,"3,698,610",9
Global,2020-03-01,Falling,Trevor Daniel,"3,418,555",10
Global,2020-03-02,Blinding Lights,The Weeknd,"5,870,441",1
Global,2020-03-02,The Box,Roddy Ricch,"5,240,107",2
Global,2020-03-02,Dance Monkey,Tones And I,"5,057,670",3
Global,2020-03-02,La Difícil,Bad Bunny,"4,627,322",4
Global,2020-03-02,Don't Start Now,Dua Lipa,"4,558,374",5
Global,2020-03-02,Ignorantes,"Bad Bunny, Sech","4,313,482",6
Global,2020-03-02,Si Veo a Tu Mamá,Bad Bunny,"4,126,547",7
Global,2020-03-02,Intentions (feat. Quavo),Justin Bieber,"4,074,240",8
Global,2020-03-02,Say So,Doja Cat,"3,570,297",9
Global,2020-03-02,Tusa,"KAROL G, Nicki Minaj","3,560,659",10
Global,2020-03-03,Blinding Lights,The Weeknd,"5,992,553",1
Global,2020-03-03,The Box,Roddy Ricch,"5,378,901",2
Global,2020-03-03,Dance Monkey,Tones And I,"5,192,353",3
Global,2020-03-03,Don't Start Now,Dua Lipa,"4,707,494",4
Global,2020-03-03,La Difícil,Bad Bunny,"4,600,028",5
Global,2020-03-03,Ignorantes,"Bad Bunny, Sech","4,180,633",6
Global,2020-03-03,Si Veo a Tu Mamá,Bad Bunny,"4,170,603",7
Global,2020-03-03,Intentions (feat. Quavo),Justin Bieber,"4,124,201",8
Global,2020-03-03,Tusa,"KAROL G, Nicki Minaj","3,632,790",9
Global,2020-03-03,Say So,Doja Cat,"3,620,782",10
Global,2020-03-04,Blinding Lights,The Weeknd,"5,960,151",1
Global,2020-03-04,The Box,Roddy Ricch,"5,408,648",2
Global,2020-03-04,Dance Monkey,Tones And I,"5,188,763",3
Global,2020-03-04,Don't Start Now,Dua Lipa,"4,685,644",4
Global,2020-03-04,La Difícil,Bad Bunny,"4,460,633",5
Global,2020-03-04,Si Veo a Tu Mamá,Bad Bunny,"4,135,190",6
Global,2020-03-04,Intentions (feat. Quavo),Justin Bieber,"4,078,714",7
Global,2020-03-04,Ignorantes,"Bad Bunny, Sech","4,033,706",8
Global,2020-03-04,Tusa,"KAROL G, Nicki Minaj","3,639,270",9
Global,2020-03-04,Say So,Doja Cat,"3,624,838",10
Global,2020-03-05,Blinding Lights,The Weeknd,"5,993,791",1
Global,2020-03-05,The Box,Roddy Ricch,"5,455,083",2
Global,2020-03-05,Dance Monkey,Tones And I,"5,227,548",3
Global,2020-03-05,Don't Start Now,Dua Lipa,"4,641,866",4
Global,2020-03-05,La Difícil,Bad Bunny,"4,427,627",5
Global,2020-03-05,Intentions (feat. Quavo),Justin Bieber,"4,087,955",6
Global,2020-03-05,Si Veo a Tu Mamá,Bad Bunny,"4,086,086",7
Global,2020-03-05,Ignorantes,"Bad Bunny, Sech","3,964,875",8
Global,2020-03-05,Say So,Doja Cat,"3,690,735",9
Global,2020-03-05,Tusa,"KAROL G, Nicki Minaj","3,667,008",10
Global,2020-03-06,Blinding Lights,The Weeknd,"6,329,218",1
Global,2020-03-06,The Box,Roddy Ricch,"5,718,614",2
Global,2020-03-06,Dance Monkey,Tones And I,"5,566,567",3
Global,2020-03-06,La Difícil,Bad Bunny,"4,941,288",4
Global,2020-03-06,Don't Start Now,Dua Lipa,"4,915,903",5
Global,2020-03-06,Baby Pluto,Lil Uzi Vert,"4,691,613",6
Global,2020-03-06,Si Veo a Tu Mamá,Bad Bunny,"4,218,770",7
Global,2020-03-06,Intentions (feat. Quavo),Justin Bieber,"4,202,807",8
Global,2020-03-06,Ignorantes,"Bad Bunny, Sech","4,061,783",9
Global,2020-03-06,Tusa,"KAROL G, Nicki Minaj","4,013,558",10
Global,2020-03-07,Blinding Lights,The Weeknd,"6,102,090",1
Global,2020-03-07,The Box,Roddy Ricch,"5,736,375",2
Global,2020-03-07,Dance Monkey,Tones And I,"5,670,975",3
Global,2020-03-07,Don't Start Now,Dua Lipa,"4,854,544",4
Global,2020-03-07,La Difícil,Bad Bunny,"4,633,871",5
Global,2020-03-07,Tusa,"KAROL G, Nicki Minaj","4,179,403",6
Global,2020-03-07,Si Veo a Tu Mamá,Bad Bunny,"3,988,701",7
Global,2020-03-07,Intentions (feat. Quavo),Justin Bieber,"3,973,365",8
Global,2020-03-07,Ignorantes,"Bad Bunny, Sech","3,819,444",9
Global,2020-03-07,Baby Pluto,Lil Uzi Vert,"3,809,865",10
Global,2020-03-08,Blinding Lights,The Weeknd,"5,189,655",1
Global,2020-03-08,The Box,Roddy Ricch,"5,006,992",2
Global,2020-03-08,Dance Monkey,Tones And I,"4,873,167",3
Global,2020-03-08,Don't Start Now,Dua Lipa,"4,238,467",4
Global,2020-03-08,La Difícil,Bad Bunny,"3,827,360",5
Global,2020-03-08,Tusa,"KAROL G, Nicki Minaj","3,559,426",6
Global,2020-03-08,Intentions (feat. Quavo),Justin Bieber,"3,466,982",7
Global,2020-03-08,Say So,Doja Cat,"3,381,590",8
Global,2020-03-08,Si Veo a Tu Mamá,Bad Bunny,"3,377,341",9
Global,2020-03-08,Falling,Trevor Daniel,"3,250,817",10
Global,2020-03-09,Blinding Lights,The Weeknd,"5,630,231",1
Global,2020-03-09,The Box,Roddy Ricch,"5,039,045",2
Global,2020-03-09,Dance Monkey,Tones And I,"4,853,178",3
Global,2020-03-09,Don't Start Now,Dua Lipa,"4,424,196",4
Global,2020-03-09,La Difícil,Bad Bunny,"3,998,477",5
Global,2020-03-09,Intentions (feat. Quavo),Justin Bieber,"3,822,032",6
Global,2020-03-09,Say So,Doja Cat,"3,554,096",7
Global,2020-03-09,Si Veo a Tu Mamá,Bad Bunny,"3,481,470",8
Global,2020-03-09,Tusa,"KAROL G, Nicki Minaj","3,397,090",9
Global,2020-03-09,Falling,Trevor Daniel,"3,338,474",10
Global,2020-03-10,Blinding Lights,The Weeknd,"5,660,315",1
Global,2020-03-10,The Box,Roddy Ricch,"5,074,994",2
Global,2020-03-10,Dance Monkey,Tones And I,"4,890,667",3
Global,2020-03-10,Don't Start Now,Dua Lipa,"4,499,938",4
Global,2020-03-10,La Difícil,Bad Bunny,"4,063,483",5
Global,2020-03-10,Intentions (feat. Quavo),Justin Bieber,"3,817,078",6
Global,2020-03-10,Say So,Doja Cat,"3,593,712",7
Global,2020-03-10,Si Veo a Tu Mamá,Bad Bunny,"3,505,846",8
Global,2020-03-10,Tusa,"KAROL G, Nicki Minaj","3,394,751",9
Global,2020-03-10,Ignorantes,"Bad Bunny, Sech","3,381,963",10
Global,2020-03-11,Blinding Lights,The Weeknd,"5,688,115",1
Global,2020-03-11,The Box,Roddy Ricch,"5,143,233",2
Global,2020-03-11,Dance Monkey,Tones And I,"4,909,599",3
Global,2020-03-11,Don't Start Now,Dua Lipa,"4,500,630",4
Global,2020-03-11,La Difícil,Bad Bunny,"3,961,700",5
Global,2020-03-11,Intentions (feat. Quavo),Justin Bieber,"3,805,425",6
Global,2020-03-11,Say So,Doja Cat,"3,639,789",7
Global,2020-03-11,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow","3,426,807",8
Global,2020-03-11,Tusa,"KAROL G, Nicki Minaj","3,394,819",9
Global,2020-03-11,Si Veo a Tu Mamá,Bad Bunny,"3,379,209",10
Global,2020-03-12,Blinding Lights,The Weeknd,"5,527,891",1
Global,2020-03-12,The Box,Roddy Ricch,"5,084,888",2
Global,2020-03-12,Dance Monkey,Tones And I,"4,831,364",3
Global,2020-03-12,Don't Start Now,Dua Lipa,"4,393,244",4
Global,2020-03-12,La Difícil,Bad Bunny,"3,889,337",5
Global,2020-03-12,Intentions (feat. Quavo),Justin Bieber,"3,687,118",6
Global,2020-03-12,Say So,Doja Cat,"3,558,625",7
Global,2020-03-12,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow","3,522,504",8
Global,2020-03-12,Tusa,"KAROL G, Nicki Minaj","3,357,450",9
Global,2020-03-12,Falling,Trevor Daniel,"3,280,699",10
Global,2020-03-13,Blinding Lights,The Weeknd,"5,819,620",1
Global,2020-03-13,The Box,Roddy Ricch,"5,429,251",2
Global,2020-03-13,Dance Monkey,Tones And I,"5,096,903",3
Global,2020-03-13,Don't Start Now,Dua Lipa,"4,590,283",4
Global,2020-03-13,La Difícil,Bad Bunny,"3,807,033",5
Global,2020-03-13,Intentions (feat. Quavo),Justin Bieber,"3,762,239",6
Global,2020-03-13,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow","3,694,044",7
Global,2020-03-13,Say So,Doja Cat,"3,610,290",8
Global,2020-03-13,Tusa,"KAROL G, Nicki Minaj","3,551,500",9
Global,2020-03-13,Falling,Trevor Daniel,"3,372,118",10
Global,2020-03-14,Blinding Lights,The Weeknd,"5,822,968",1
Global,2020-03-14,The Box,Roddy Ricch,"5,532,669",2
Global,2020-03-14,Dance Monkey,Tones And I,"5,269,059",3
Global,2020-03-14,Don't Start Now,Dua Lipa,"4,595,405",4
Global,2020-03-14,Intentions (feat. Quavo),Justin Bieber,"3,681,204",5
Global,2020-03-14,Tusa,"KAROL G, Nicki Minaj","3,672,000",6
Global,2020-03-14,La Difícil,Bad Bunny,"3,648,509",7
Global,2020-03-14,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow","3,611,124",8
Global,2020-03-14,Say So,Doja Cat,"3,593,037",9
Global,2020-03-14,Falling,Trevor Daniel,"3,381,840",10
Global,2020-03-15,Blinding Lights,The Weeknd,"5,069,261",1
Global,2020-03-15,The Box,Roddy Ricch,"4,941,598",2
Global,2020-03-15,Dance Monkey,Tones And I,"4,603,829",3
Global,2020-03-15,Don't Start Now,Dua Lipa,"3,985,299",4
Global,2020-03-15,Tusa,"KAROL G, Nicki Minaj","3,279,498",5
Global,2020-03-15,Intentions (feat. Quavo),Justin Bieber,"3,263,256",6
Global,2020-03-15,Say So,Doja Cat,"3,219,593",7
Global,2020-03-15,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow","3,169,042",8
Global,2020-03-15,La Difícil,Bad Bunny,"3,145,312",9
Global,2020-03-15,Falling,Trevor Daniel,"3,090,869",10
Global,2020-03-16,Blinding Lights,The Weeknd,"5,192,186",1
Global,2020-03-16,The Box,Roddy Ricch,"5,032,913",2
Global,2020-03-16,Dance Monkey,Tones And I,"4,516,559",3
Global,2020-03-16,Don't Start Now,Dua Lipa,"4,092,466",4
Global,2020-03-16,Intentions (feat. Quavo),Justin Bieber,"3,423,605",5
Global,2020-03-16,Say So,Doja Cat,"3,360,643",6
Global,2020-03-16,Falling,Trevor Daniel,"3,216,958",7
Global,2020-03-16,Tusa,"KAROL G, Nicki Minaj","3,125,321",8
Global,2020-03-16,ROXANNE,Arizona Zervas,"3,039,078",9
Global,2020-03-16,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow","2,998,577",10
Global,2020-03-17,Blinding Lights,The Weeknd,"5,265,261",1
Global,2020-03-17,The Box,Roddy Ricch,"5,012,444",2
Global,2020-03-17,Dance Monkey,Tones And I,"4,538,167",3
Global,2020-03-17,Don't Start Now,Dua Lipa,"4,172,888",4
Global,2020-03-17,Intentions (feat. Quavo),Justin Bieber,"3,432,053",5
Global,2020-03-17,Say So,Doja Cat,"3,423,187",6
Global,2020-03-17,Falling,Trevor Daniel,"3,223,473",7
Global,2020-03-17,Tusa,"KAROL G, Nicki Minaj","3,077,507",8
Global,2020-03-17,ROXANNE,Arizona Zervas,"3,040,110",9
Global,2020-03-17,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow","3,017,798",10
Global,2020-03-18,Blinding Lights,The Weeknd,"5,409,829",1
Global,2020-03-18,The Box,Roddy Ricch,"5,026,883",2
Global,2020-03-18,Dance Monkey,Tones And I,"4,623,236",3
Global,2020-03-18,Don't Start Now,Dua Lipa,"4,232,634",4
Global,2020-03-18,Say So,Doja Cat,"3,501,018",5
Global,2020-03-18,Intentions (feat. Quavo),Justin Bieber,"3,469,304",6
Global,2020-03-18,Falling,Trevor Daniel,"3,252,946",7
Global,2020-03-18,Tusa,"KAROL G, Nicki Minaj","3,115,207",8
Global,2020-03-18,ROXANNE,Arizona Zervas,"3,074,733",9
Global,2020-03-18,death bed (coffee for your head),"Powfu, beabadoobee","3,062,913",10
Global,2020-03-19,Blinding Lights,The Weeknd,"5,499,912",1
Global,2020-03-19,The Box,Roddy Ricch,"5,027,202",2
Global,2020-03-19,Dance Monkey,Tones And I,"4,660,313",3
Global,2020-03-19,Don't Start Now,Dua Lipa,"4,257,312",4
Global,2020-03-19,Say So,Doja Cat,"3,559,297",5
Global,2020-03-19,Intentions (feat. Quavo),Justin Bieber,"3,429,995",6
Global,2020-03-19,Falling,Trevor Daniel,"3,253,719",7
Global,2020-03-19,death bed (coffee for your head),"Powfu, beabadoobee","3,230,620",8
Global,2020-03-19,Tusa,"KAROL G, Nicki Minaj","3,126,374",9
Global,2020-03-19,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow","3,076,551",10
Global,2020-03-20,Blinding Lights,The Weeknd,"8,453,567",1
Global,2020-03-20,Alone Again,The Weeknd,"5,118,147",2
Global,2020-03-20,The Box,Roddy Ricch,"5,001,516",3
Global,2020-03-20,In Your Eyes,The Weeknd,"4,822,111",4
Global,2020-03-20,Dance Monkey,Tones And I,"4,668,080",5
Global,2020-03-20,Too Late,The Weeknd,"4,557,339",6
Global,2020-03-20,After Hours,The Weeknd,"4,381,335",7
Global,2020-03-20,Hardest To Love,The Weeknd,"4,348,939",8
Global,2020-03-20,Scared To Live,The Weeknd,"4,334,915",9
Global,2020-03-20,Don't Start Now,Dua Lipa,"4,260,142",10
Global,2020-03-21,Blinding Lights,The Weeknd,"7,766,254",1
Global,2020-03-21,The Box,Roddy Ricch,"4,825,398",2
Global,2020-03-21,Dance Monkey,Tones And I,"4,614,239",3
Global,2020-03-21,Don't Start Now,Dua Lipa,"4,140,963",4
Global,2020-03-21,In Your Eyes,The Weeknd,"3,896,153",5
Global,2020-03-21,After Hours,The Weeknd,"3,560,306",6
Global,2020-03-21,Say So,Doja Cat,"3,423,581",7
Global,2020-03-21,Roses - Imanbek Remix,SAINt JHN,"3,311,379",8
Global,2020-03-21,Intentions (feat. Quavo),Justin Bieber,"3,308,742",9
Global,2020-03-21,death bed (coffee for your head),"Powfu, beabadoobee","3,248,180",10
Global,2020-03-22,Blinding Lights,The Weeknd,"6,896,850",1
Global,2020-03-22,The Box,Roddy Ricch,"4,481,994",2
Global,2020-03-22,Dance Monkey,Tones And I,"4,202,117",3
Global,2020-03-22,Don't Start Now,Dua Lipa,"3,800,325",4
Global,2020-03-22,In Your Eyes,The Weeknd,"3,336,159",5
Global,2020-03-22,Roses - Imanbek Remix,SAINt JHN,"3,186,409",6
Global,2020-03-22,Say So,Doja Cat,"3,149,231",7
Global,2020-03-22,death bed (coffee for your head),"Powfu, beabadoobee","3,111,000",8
Global,2020-03-22,Intentions (feat. Quavo),Justin Bieber,"3,038,627",9
Global,2020-03-22,After Hours,The Weeknd,"3,002,102",10
Global,2020-03-23,Blinding Lights,The Weeknd,"7,053,086",1
Global,2020-03-23,The Box,Roddy Ricch,"4,657,846",2
Global,2020-03-23,Dance Monkey,Tones And I,"4,314,373",3
Global,2020-03-23,Don't Start Now,Dua Lipa,"4,006,964",4
Global,2020-03-23,Roses - Imanbek Remix,SAINt JHN,"3,593,941",5
Global,2020-03-23,In Your Eyes,The Weeknd,"3,521,143",6
Global,2020-03-23,death bed (coffee for your head),"Powfu, beabadoobee","3,419,304",7
Global,2020-03-23,Say So,Doja Cat,"3,401,772",8
Global,2020-03-23,Intentions (feat. Quavo),Justin Bieber,"3,293,321",9
Global,2020-03-23,Falling,Trevor Daniel,"3,038,202",10
Global,2020-03-24,Blinding Lights,The Weeknd,"7,086,962",1
Global,2020-03-24,The Box,Roddy Ricch,"4,726,252",2
Global,2020-03-24,Dance Monkey,Tones And I,"4,396,688",3
Global,2020-03-24,Don't Start Now,Dua Lipa,"4,146,891",4
Global,2020-03-24,Roses - Imanbek Remix,SAINt JHN,"3,820,301",5
Global,2020-03-24,death bed (coffee for your head),"Powfu, beabadoobee","3,508,651",6
Global,2020-03-24,Say So,Doja Cat,"3,496,369",7
Global,2020-03-24,In Your Eyes,The Weeknd,"3,479,390",8
Global,2020-03-24,Intentions (feat. Quavo),Justin Bieber,"3,402,186",9
Global,2020-03-24,Falling,Trevor Daniel,"3,062,706",10
Global,2020-03-25,Blinding Lights,The Weeknd,"7,001,404",1
Global,2020-03-25,The Box,Roddy Ricch,"4,718,831",2
Global,2020-03-25,Dance Monkey,Tones And I,"4,415,524",3
Global,2020-03-25,Don't Start Now,Dua Lipa,"4,181,964",4
Global,2020-03-25,Roses - Imanbek Remix,SAINt JHN,"4,045,847",5
Global,2020-03-25,death bed (coffee for your head),"Powfu, beabadoobee","3,585,270",6
Global,2020-03-25,Say So,Doja Cat,"3,544,148",7
Global,2020-03-25,Intentions (feat. Quavo),Justin Bieber,"3,389,288",8
Global,2020-03-25,In Your Eyes,The Weeknd,"3,370,545",9
Global,2020-03-25,Falling,Trevor Daniel,"3,071,310",10
Global,2020-03-26,Blinding Lights,The Weeknd,"6,947,596",1
Global,2020-03-26,The Box,Roddy Ricch,"4,751,734",2
Global,2020-03-26,Dance Monkey,Tones And I,"4,458,521",3
Global,2020-03-26,Don't Start Now,Dua Lipa,"4,361,493",4
Global,2020-03-26,Roses - Imanbek Remix,SAINt JHN,"4,240,781",5
Global,2020-03-26,death bed (coffee for your head),"Powfu, beabadoobee","3,754,670",6
Global,2020-03-26,Say So,Doja Cat,"3,608,623",7
Global,2020-03-26,Intentions (feat. Quavo),Justin Bieber,"3,387,737",8
Global,2020-03-26,In Your Eyes,The Weeknd,"3,313,491",9
Global,2020-03-26,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow","3,127,509",10
Global,2020-03-27,Blinding Lights,The Weeknd,"7,107,921",1
Global,2020-03-27,Don't Start Now,Dua Lipa,"6,100,930",2
Global,2020-03-27,The Box,Roddy Ricch,"4,769,057",3
Global,2020-03-27,Dance Monkey,Tones And I,"4,519,799",4
Global,2020-03-27,Roses - Imanbek Remix,SAINt JHN,"4,480,497",5
Global,2020-03-27,Break My Heart,Dua Lipa,"4,276,985",6
Global,2020-03-27,death bed (coffee for your head),"Powfu, beabadoobee","3,822,804",7
Global,2020-03-27,Physical,Dua Lipa,"3,799,456",8
Global,2020-03-27,Say So,Doja Cat,"3,665,206",9
Global,2020-03-27,Intentions (feat. Quavo),Justin Bieber,"3,513,294",10
Global,2020-03-28,Blinding Lights,The Weeknd,"6,846,509",1
Global,2020-03-28,Don't Start Now,Dua Lipa,"5,693,807",2
Global,2020-03-28,The Box,Roddy Ricch,"4,578,685",3
Global,2020-03-28,Dance Monkey,Tones And I,"4,518,077",4
Global,2020-03-28,Roses - Imanbek Remix,SAINt JHN,"4,360,434",5
Global,2020-03-28,death bed (coffee for your head),"Powfu, beabadoobee","3,695,747",6
Global,2020-03-28,Break My Heart,Dua Lipa,"3,688,979",7
Global,2020-03-28,Say So,Doja Cat,"3,545,896",8
Global,2020-03-28,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow","3,516,331",9
Global,2020-03-28,Physical,Dua Lipa,"3,469,416",10
Global,2020-03-29,Blinding Lights,The Weeknd,"5,964,791",1
Global,2020-03-29,Don't Start Now,Dua Lipa,"4,931,534",2
Global,2020-03-29,The Box,Roddy Ricch,"4,137,682",3
Global,2020-03-29,Dance Monkey,Tones And I,"3,951,603",4
Global,2020-03-29,Roses - Imanbek Remix,SAINt JHN,"3,868,587",5
Global,2020-03-29,death bed (coffee for your head),"Powfu, beabadoobee","3,443,589",6
Global,2020-03-29,Break My Heart,Dua Lipa,"3,255,639",7
Global,2020-03-29,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow","3,202,612",8
Global,2020-03-29,Say So,Doja Cat,"3,188,909",9
Global,2020-03-29,Intentions (feat. Quavo),Justin Bieber,"3,036,844",10
Global,2020-03-30,Blinding Lights,The Weeknd,"6,447,338",1
Global,2020-03-30,Don't Start Now,Dua Lipa,"5,180,144",2
Global,2020-03-30,The Box,Roddy Ricch,"4,407,525",3
Global,2020-03-30,Roses - Imanbek Remix,SAINt JHN,"4,370,480",4
Global,2020-03-30,Dance Monkey,Tones And I,"4,076,246",5
Global,2020-03-30,death bed (coffee for your head),"Powfu, beabadoobee","3,814,825",6
Global,2020-03-30,Break My Heart,Dua Lipa,"3,478,044",7
Global,2020-03-30,Say So,Doja Cat,"3,433,210",8
Global,2020-03-30,Intentions (feat. Quavo),Justin Bieber,"3,278,793",9
Global,2020-03-30,Blueberry Faygo,Lil Mosey,"3,177,813",10
Global,2020-03-31,Blinding Lights,The Weeknd,"6,481,487",1
Global,2020-03-31,Don't Start Now,Dua Lipa,"5,181,871",2
Global,2020-03-31,Roses - Imanbek Remix,SAINt JHN,"4,519,239",3
Global,2020-03-31,The Box,Roddy Ricch,"4,436,731",4
Global,2020-03-31,Dance Monkey,Tones And I,"4,131,212",5
Global,2020-03-31,death bed (coffee for your head),"Powfu, beabadoobee","3,913,903",6
Global,2020-03-31,Say So,Doja Cat,"3,472,776",7
Global,2020-03-31,Break My Heart,Dua Lipa,"3,419,761",8
Global,2020-03-31,Intentions (feat. Quavo),Justin Bieber,"3,338,159",9
Global,2020-03-31,Blueberry Faygo,Lil Mosey,"3,327,474",10
United States,2020-03-01,The Box,Roddy Ricch,"2,145,340",1
United States,2020-03-01,Say So,Doja Cat,"1,116,529",2
United States,2020-03-01,Blinding Lights,The Weeknd,"1,106,280",3
United States,2020-03-01,Life Is Good (feat. Drake),Future,"1,048,449",4
United States,2020-03-01,Blueberry Faygo,Lil Mosey,"1,043,040",5
United States,2020-03-01,Intentions (feat. Quavo),Justin Bieber,"1,022,612",6
United States,2020-03-01,ROXANNE,Arizona Zervas,"980,666",7
United States,2020-03-01,La Difícil,Bad Bunny,"955,827",8
United States,2020-03-01,Si Veo a Tu Mamá,Bad Bunny,"924,992",9
United States,2020-03-01,Ignorantes,"Bad Bunny, Sech","920,023",10
United States,2020-03-02,The Box,Roddy Ricch,"1,994,274",1
United States,2020-03-02,That Way,Lil Uzi Vert,"1,751,164",2
United States,2020-03-02,Say So,Doja Cat,"1,172,448",3
United States,2020-03-02,Blinding Lights,The Weeknd,"1,161,998",4
United States,2020-03-02,Blueberry Faygo,Lil Mosey,"1,108,917",5
United States,2020-03-02,Intentions (feat. Quavo),Justin Bieber,"1,098,283",6
United States,2020-03-02,La Difícil,Bad Bunny,"1,068,698",7
United States,2020-03-02,Life Is Good (feat. Drake),Future,"1,055,241",8
United States,2020-03-02,Si Veo a Tu Mamá,Bad Bunny,"987,645",9
United States,2020-03-02,Ignorantes,"Bad Bunny, Sech","958,535",10
United States,2020-03-03,The Box,Roddy Ricch,"2,065,254",1
United States,2020-03-03,That Way,Lil Uzi Vert,"1,602,520",2
United States,2020-03-03,Blueberry Faygo,Lil Mosey,"1,198,391",3
United States,2020-03-03,Blinding Lights,The Weeknd,"1,190,972",4
United States,2020-03-03,Say So,Doja Cat,"1,170,099",5
United States,2020-03-03,Intentions (feat. Quavo),Justin Bieber,"1,126,696",6
United States,2020-03-03,Life Is Good (feat. Drake),Future,"1,100,214",7
United States,2020-03-03,La Difícil,Bad Bunny,"1,048,206",8
United States,2020-03-03,High Fashion (feat. Mustard),Roddy Ricch,"973,064",9
United States,2020-03-03,Si Veo a Tu Mamá,Bad Bunny,"965,687",10
United States,2020-03-04,The Box,Roddy Ricch,"2,048,884",1
United States,2020-03-04,That Way,Lil Uzi Vert,"1,502,100",2
United States,2020-03-04,Blueberry Faygo,Lil Mosey,"1,210,504",3
United States,2020-03-04,Blinding Lights,The Weeknd,"1,176,120",4
United States,2020-03-04,Say So,Doja Cat,"1,139,915",5
United States,2020-03-04,Intentions (feat. Quavo),Justin Bieber,"1,104,668",6
United States,2020-03-04,Life Is Good (feat. Drake),Future,"1,074,776",7
United States,2020-03-04,La Difícil,Bad Bunny,"989,488",8
United States,2020-03-04,High Fashion (feat. Mustard),Roddy Ricch,"966,662",9
United States,2020-03-04,ROXANNE,Arizona Zervas,"941,332",10
United States,2020-03-05,The Box,Roddy Ricch,"2,071,608",1
United States,2020-03-05,That Way,Lil Uzi Vert,"1,389,297",2
United States,2020-03-05,Blueberry Faygo,Lil Mosey,"1,229,154",3
United States,2020-03-05,Blinding Lights,The Weeknd,"1,204,391",4
United States,2020-03-05,Say So,Doja Cat,"1,153,997",5
United States,2020-03-05,Intentions (feat. Quavo),Justin Bieber,"1,112,144",6
United States,2020-03-05,Life Is Good (feat. Drake),Future,"1,070,429",7
United States,2020-03-05,La Difícil,Bad Bunny,"982,364",8
United States,2020-03-05,High Fashion (feat. Mustard),Roddy Ricch,"957,615",9
United States,2020-03-05,WHATS POPPIN,Jack Harlow,"942,857",10
United States,2020-03-06,Baby Pluto,Lil Uzi Vert,"3,364,245",1
United States,2020-03-06,Lo Mein,Lil Uzi Vert,"2,839,950",2
United States,2020-03-06,Silly Watch,Lil Uzi Vert,"2,591,124",3
United States,2020-03-06,POP,Lil Uzi Vert,"2,200,826",4
United States,2020-03-06,The Box,Roddy Ricch,"2,112,574",5
United States,2020-03-06,Homecoming,Lil Uzi Vert,"2,047,822",6
United States,2020-03-06,I'm Sorry,Lil Uzi Vert,"2,020,732",7
United States,2020-03-06,You Better Move,Lil Uzi Vert,"1,937,471",8
United States,2020-03-06,P2,Lil Uzi Vert,"1,873,888",9
United States,2020-03-06,Prices,Lil Uzi Vert,"1,733,560",10
United States,2020-03-07,Baby Pluto,Lil Uzi Vert,"2,476,511",1
United States,2020-03-07,The Box,Roddy Ricch,"2,202,849",2
United States,2020-03-07,Lo Mein,Lil Uzi Vert,"2,201,736",3
United States,2020-03-07,Silly Watch,Lil Uzi Vert,"2,021,072",4
United States,2020-03-07,P2,Lil Uzi Vert,"1,922,227",5
United States,2020-03-07,Homecoming,Lil Uzi Vert,"1,762,102",6
United States,2020-03-07,I'm Sorry,Lil Uzi Vert,"1,607,743",7
United States,2020-03-07,POP,Lil Uzi Vert,"1,567,230",8
United States,2020-03-07,Prices,Lil Uzi Vert,"1,565,891",9
United States,2020-03-07,You Better Move,Lil Uzi Vert,"1,421,447",10
United States,2020-03-08,The Box,Roddy Ricch,"1,997,394",1
United States,2020-03-08,Baby Pluto,Lil Uzi Vert,"1,632,609",2
United States,2020-03-08,That Way - Bonus Track,Lil Uzi Vert,"1,573,643",3
United States,2020-03-08,Lo Mein,Lil Uzi Vert,"1,453,623",4
United States,2020-03-08,P2,Lil Uzi Vert,"1,430,528",5
United States,2020-03-08,Silly Watch,Lil Uzi Vert,"1,334,453",6
United States,2020-03-08,Homecoming,Lil Uzi Vert,"1,198,767",7
United States,2020-03-08,Blueberry Faygo,Lil Mosey,"1,129,293",8
United States,2020-03-08,Blinding Lights,The Weeknd,"1,100,716",9
United States,2020-03-08,Prices,Lil Uzi Vert,"1,071,707",10
United States,2020-03-09,The Box,Roddy Ricch,"1,858,338",1
United States,2020-03-09,Baby Pluto,Lil Uzi Vert,"1,671,759",2
United States,2020-03-09,P2,Lil Uzi Vert,"1,614,951",3
